Date,Time (GMT),Predicted (ft),Preliminary (ft),Verified (ft)
10/5/2018,5:00,0.809,-,1.29
10/5/2018,6:00,0.483,-,0.86
10/5/2018,7:00,0.08,-,0.34
10/5/2018,8:00,-0.299,-,-0.13
10/5/2018,9:00,-0.479,-,-0.42
10/5/2018,10:00,-0.35,-,-0.25
10/5/2018,11:00,0.024,-,0.19
10/5/2018,12:00,0.527,-,0.82
10/5/2018,13:00,1.061,-,1.58
10/5/2018,14:00,1.485,-,2.19
10/5/2018,15:00,1.653,-,2.47
10/5/2018,16:00,1.511,-,2.31
10/5/2018,17:00,1.1,-,1.77
10/5/2018,18:00,0.505,-,1.08
10/5/2018,19:00,-0.196,-,0.29
10/5/2018,20:00,-0.92,-,-0.54
10/5/2018,21:00,-1.5,-,-1.21
10/5/2018,22:00,-1.749,-,-1.47
10/5/2018,23:00,-1.625,-,-1.19
10/6/2018,0:00,-1.199,-,-0.66
10/6/2018,1:00,-0.548,-,0.15
10/6/2018,2:00,0.189,-,1.12
10/6/2018,3:00,0.804,-,2.02
10/6/2018,4:00,1.142,-,2.38
10/6/2018,5:00,1.165,-,2.26
10/6/2018,6:00,0.914,-,1.85
10/6/2018,7:00,0.464,-,1.25
10/6/2018,8:00,-0.093,-,0.6
10/6/2018,9:00,-0.606,-,-0.03
10/6/2018,10:00,-0.866,-,-0.33
10/6/2018,11:00,-0.762,-,-0.17
10/6/2018,12:00,-0.352,-,0.34
10/6/2018,13:00,0.265,-,1.09
10/6/2018,14:00,0.963,-,2
10/6/2018,15:00,1.536,-,2.74
10/6/2018,16:00,1.809,-,3.06
10/6/2018,17:00,1.726,-,2.84
10/6/2018,18:00,1.324,-,2.24
10/6/2018,19:00,0.682,-,1.45
10/6/2018,20:00,-0.105,-,0.54
10/6/2018,21:00,-0.913,-,-0.36
10/6/2018,22:00,-1.534,-,-1.09
10/6/2018,23:00,-1.777,-,-1.43
10/7/2018,0:00,-1.605,-,-1.14
10/7/2018,1:00,-1.084,-,-0.55
10/7/2018,2:00,-0.32,-,0.34
10/7/2018,3:00,0.488,-,1.2
10/7/2018,4:00,1.101,-,1.9
10/7/2018,5:00,1.379,-,2.27
10/7/2018,6:00,1.296,-,2.19
10/7/2018,7:00,0.903,-,1.59
10/7/2018,8:00,0.294,-,0.92
10/7/2018,9:00,-0.407,-,0.13
10/7/2018,10:00,-1.012,-,-0.52
10/7/2018,11:00,-1.299,-,-0.9
10/7/2018,12:00,-1.162,-,-0.67
10/7/2018,13:00,-0.652,-,0.02
10/7/2018,14:00,0.115,-,0.91
10/7/2018,15:00,0.956,-,1.93
10/7/2018,16:00,1.626,-,2.65
10/7/2018,17:00,1.946,-,2.97
10/7/2018,18:00,1.866,-,2.75
10/7/2018,19:00,1.424,-,2.16
10/7/2018,20:00,0.717,-,1.32
10/7/2018,21:00,-0.131,-,0.39
10/7/2018,22:00,-0.964,-,-0.45
10/7/2018,23:00,-1.557,-,-1.07
10/8/2018,0:00,-1.72,-,-1.4
10/8/2018,1:00,-1.431,-,-0.84
10/8/2018,2:00,-0.781,-,-0.17
10/8/2018,3:00,0.07,-,0.71
10/8/2018,4:00,0.881,-,1.59
10/8/2018,5:00,1.418,-,2.16
10/8/2018,6:00,1.565,-,2.28
10/8/2018,7:00,1.316,-,1.87
10/8/2018,8:00,0.75,-,1.28
10/8/2018,9:00,-0.004,-,0.58
10/8/2018,10:00,-0.803,-,-0.15
10/8/2018,11:00,-1.444,-,-0.72
10/8/2018,12:00,-1.695,-,-0.82
10/8/2018,13:00,-1.459,-,-0.28
10/8/2018,14:00,-0.814,-,0.4
10/8/2018,15:00,0.084,-,1.39
10/8/2018,16:00,1.01,-,2.25
10/8/2018,17:00,1.709,-,2.88
10/8/2018,18:00,2.011,-,2.98
10/8/2018,19:00,1.878,-,2.67
10/8/2018,20:00,1.371,-,2.03
10/8/2018,21:00,0.619,-,1.46
10/8/2018,22:00,-0.24,-,0.74
10/8/2018,23:00,-1.036,-,-0.02
10/9/2018,0:00,-1.528,-,-0.63
10/9/2018,1:00,-1.539,-,-0.59
10/9/2018,2:00,-1.092,-,-0.11
10/9/2018,3:00,-0.33,-,0.7
10/9/2018,4:00,0.547,-,1.52
10/9/2018,5:00,1.289,-,2.28
10/9/2018,6:00,1.68,-,2.64
10/9/2018,7:00,1.637,-,2.52
10/9/2018,8:00,1.195,-,1.94
10/9/2018,9:00,0.477,-,1.25
10/9/2018,10:00,-0.376,-,0.49
10/9/2018,11:00,-1.219,-,-0.13
10/9/2018,12:00,-1.83,-,-0.44
10/9/2018,13:00,-1.975,-,-0.54
10/9/2018,14:00,-1.599,-,0.05
10/9/2018,15:00,-0.83,-,0.79
10/9/2018,16:00,0.146,-,1.69
10/9/2018,17:00,1.09,-,2.66
10/9/2018,18:00,1.748,-,3.45
10/9/2018,19:00,1.97,-,3.84
10/9/2018,20:00,1.75,-,3.75
10/9/2018,21:00,1.19,-,3.19
10/9/2018,22:00,0.43,-,2.61
10/9/2018,23:00,-0.392,-,2.03
10/10/2018,0:00,-1.089,-,1.3
10/10/2018,1:00,-1.41,-,1.06
10/10/2018,2:00,-1.226,-,1.27
10/10/2018,3:00,-0.631,-,1.87
10/10/2018,4:00,0.191,-,2.73
10/10/2018,5:00,1.029,-,3.37
10/10/2018,6:00,1.633,-,4.26
10/10/2018,7:00,1.821,-,4.5
10/10/2018,8:00,1.564,-,4.28
10/10/2018,9:00,0.952,-,3.86
10/10/2018,10:00,0.128,-,3.34
10/10/2018,11:00,-0.774,-,2.64
10/10/2018,12:00,-1.597,-,2.03
10/10/2018,13:00,-2.102,-,2.02
10/10/2018,14:00,-2.09,-,2.11
10/10/2018,15:00,-1.577,-,2.69
10/10/2018,16:00,-0.725,-,3.34
10/10/2018,17:00,0.27,-,4.33
10/10/2018,18:00,1.163,-,5.17
10/10/2018,19:00,1.714,-,5.57
10/10/2018,20:00,1.818,-,5.63
10/10/2018,21:00,1.516,-,5.38
10/10/2018,22:00,0.928,-,4.57
10/10/2018,23:00,0.193,-,3.54
10/11/2018,0:00,-0.548,-,2.45
10/11/2018,1:00,-1.083,-,1.69
10/11/2018,2:00,-1.187,-,1.19
10/11/2018,3:00,-0.815,-,1.4
10/11/2018,4:00,-0.118,-,2.02
10/11/2018,5:00,0.705,-,2.85
10/11/2018,6:00,1.438,-,3.63
10/11/2018,7:00,1.847,-,4.2
10/11/2018,8:00,1.81,-,4.1
10/11/2018,9:00,1.361,-,3.43
10/11/2018,10:00,0.625,-,2.57
10/11/2018,11:00,-0.257,-,1.58
10/11/2018,12:00,-1.148,-,0.63
10/11/2018,13:00,-1.877,-,-0.21
10/11/2018,14:00,-2.217,-,-0.77
10/11/2018,15:00,-2.039,-,-0.64
10/11/2018,16:00,-1.419,-,-0.11
10/11/2018,17:00,-0.534,-,0.63
10/11/2018,18:00,0.418,-,1.6
10/11/2018,19:00,1.195,-,2.3
10/11/2018,20:00,1.6,-,2.52
10/11/2018,21:00,1.586,-,2.3
10/11/2018,22:00,1.222,-,1.64
10/11/2018,23:00,0.629,-,0.94
10/12/2018,0:00,-0.05,-,0.24
10/12/2018,1:00,-0.657,-,-0.27
10/12/2018,2:00,-0.989,-,-0.51
10/12/2018,3:00,-0.881,-,-0.34
10/12/2018,4:00,-0.363,-,0.24
10/12/2018,5:00,0.38,-,1.05
10/12/2018,6:00,1.142,-,1.88
10/12/2018,7:00,1.71,-,2.35
10/12/2018,8:00,1.899,-,2.47
10/12/2018,9:00,1.657,-,1.96
10/12/2018,10:00,1.064,-,1.31
10/12/2018,11:00,0.252,-,0.54
10/12/2018,12:00,-0.631,-,-0.27
10/12/2018,13:00,-1.44,-,-0.97
10/12/2018,14:00,-2.015,-,-1.51
10/12/2018,15:00,-2.174,-,-1.53
10/12/2018,16:00,-1.853,-,-1.09
10/12/2018,17:00,-1.169,-,-0.43
10/12/2018,18:00,-0.306,-,0.51
10/12/2018,19:00,0.541,-,1.3
10/12/2018,20:00,1.164,-,1.83
10/12/2018,21:00,1.424,-,1.99
10/12/2018,22:00,1.313,-,1.67
10/12/2018,23:00,0.907,-,1.15
10/13/2018,0:00,0.336,-,0.55
10/13/2018,1:00,-0.244,-,0
10/13/2018,2:00,-0.683,-,-0.33
10/13/2018,3:00,-0.814,-,-0.33
10/13/2018,4:00,-0.531,-,-0.09
10/13/2018,5:00,0.077,-,0.47
10/13/2018,6:00,0.801,-,1.15
10/13/2018,7:00,1.438,-,1.73
10/13/2018,8:00,1.812,-,2.02
10/13/2018,9:00,1.799,-,1.87
10/13/2018,10:00,1.401,-,1.4
10/13/2018,11:00,0.714,-,0.8
10/13/2018,12:00,-0.117,-,0.13
10/13/2018,13:00,-0.933,-,-0.59
10/13/2018,14:00,-1.605,-,-1.18
10/13/2018,15:00,-2.006,-,-1.49
10/13/2018,16:00,-2,-,-1.36
10/13/2018,17:00,-1.575,-,-0.96
10/13/2018,18:00,-0.882,-,-0.29
10/13/2018,19:00,-0.102,-,0.5
10/13/2018,20:00,0.603,-,1.11
10/13/2018,21:00,1.074,-,1.51
10/13/2018,22:00,1.214,-,1.55
10/13/2018,23:00,1.029,-,1.27
10/14/2018,0:00,0.61,-,0.84
10/14/2018,1:00,0.104,-,0.35
10/14/2018,2:00,-0.346,-,-0.06
10/14/2018,3:00,-0.62,-,-0.21
10/14/2018,4:00,-0.584,-,-0.05
10/14/2018,5:00,-0.183,-,0.33
10/14/2018,6:00,0.446,-,0.84
10/14/2018,7:00,1.081,-,1.34
10/14/2018,8:00,1.56,-,1.66
10/14/2018,9:00,1.754,-,1.72
10/14/2018,10:00,1.587,-,1.45
10/14/2018,11:00,1.086,-,1.01
10/14/2018,12:00,0.366,-,0.49
10/14/2018,13:00,-0.414,-,-0.12
10/14/2018,14:00,-1.108,-,-0.66
10/14/2018,15:00,-1.627,-,-1.01
10/14/2018,16:00,-1.871,-,-1.18
10/14/2018,17:00,-1.739,-,-0.97
10/14/2018,18:00,-1.268,-,-0.51
10/14/2018,19:00,-0.631,-,0.11
10/14/2018,20:00,0.027,-,0.75
10/14/2018,21:00,0.593,-,1.23
10/14/2018,22:00,0.94,-,1.5
10/14/2018,23:00,0.99,-,1.49
10/15/2018,0:00,0.769,-,1.23
10/15/2018,1:00,0.383,-,0.9
10/15/2018,2:00,-0.026,-,0.58
10/15/2018,3:00,-0.349,-,0.26
10/15/2018,4:00,-0.492,-,0.1
10/15/2018,5:00,-0.342,-,0.21
10/15/2018,6:00,0.107,-,0.54
10/15/2018,7:00,0.68,-,0.97
10/15/2018,8:00,1.186,-,1.35
10/15/2018,9:00,1.516,-,1.6
10/15/2018,10:00,1.577,-,1.52
10/15/2018,11:00,1.314,-,1.22
10/15/2018,12:00,0.776,-,0.79
10/15/2018,13:00,0.095,-,0.24
10/15/2018,14:00,-0.578,-,-0.31
10/15/2018,15:00,-1.137,-,-0.7
10/15/2018,16:00,-1.524,-,-0.98
10/15/2018,17:00,-1.651,-,-1.04
10/15/2018,18:00,-1.453,-,-0.75
10/15/2018,19:00,-1.009,-,-0.28
10/15/2018,20:00,-0.473,-,0.28
10/15/2018,21:00,0.067,-,0.81
10/15/2018,22:00,0.526,-,1.23
10/15/2018,23:00,0.786,-,1.39
10/16/2018,0:00,0.79,-,1.31
10/16/2018,1:00,0.583,-,1.12
10/16/2018,2:00,0.268,-,0.9
10/16/2018,3:00,-0.047,-,0.67
10/16/2018,4:00,-0.277,-,0.59
10/16/2018,5:00,-0.339,-,0.68
10/16/2018,6:00,-0.143,-,0.89
10/16/2018,7:00,0.273,-,1.2
10/16/2018,8:00,0.74,-,1.47
10/16/2018,9:00,1.123,-,1.73
10/16/2018,10:00,1.35,-,1.84
10/16/2018,11:00,1.336,-,1.69
10/16/2018,12:00,1.046,-,1.45
10/16/2018,13:00,0.548,-,1.06
10/16/2018,14:00,-0.037,-,0.57
10/16/2018,15:00,-0.591,-,0.19
10/16/2018,16:00,-1.041,-,-0.25
10/16/2018,17:00,-1.338,-,-0.53
10/16/2018,18:00,-1.41,-,-0.6
10/16/2018,19:00,-1.221,-,-0.34
10/16/2018,20:00,-0.855,-,0.03
10/16/2018,21:00,-0.419,-,0.49
10/16/2018,22:00,0.036,-,0.89
10/16/2018,23:00,0.429,-,1.18
10/17/2018,0:00,0.651,-,1.3
10/17/2018,1:00,0.667,-,1.29
10/17/2018,2:00,0.512,-,1.16
10/17/2018,3:00,0.264,-,1.03
10/17/2018,4:00,0.011,-,0.92
10/17/2018,5:00,-0.177,-,0.89
10/17/2018,6:00,-0.223,-,0.89
10/17/2018,7:00,-0.059,-,0.98
10/17/2018,8:00,0.272,-,1.16
10/17/2018,9:00,0.635,-,1.33
10/17/2018,10:00,0.938,-,1.61
10/17/2018,11:00,1.12,-,1.68
10/17/2018,12:00,1.102,-,1.62
10/17/2018,13:00,0.863,-,1.51
10/17/2018,14:00,0.46,-,1.25
10/17/2018,15:00,-0.018,-,0.89
10/17/2018,16:00,-0.481,-,0.43
10/17/2018,17:00,-0.867,-,-0.03
10/17/2018,18:00,-1.137,-,-0.28
10/17/2018,19:00,-1.226,-,-0.4
10/17/2018,20:00,-1.096,-,-0.39
10/17/2018,21:00,-0.811,-,-0.18
10/17/2018,22:00,-0.44,-,0.2
10/17/2018,23:00,-0.023,-,0.57
10/18/2018,0:00,0.356,-,0.95
10/18/2018,1:00,0.597,-,1.22
10/18/2018,2:00,0.659,-,1.26
10/18/2018,3:00,0.551,-,1.23
10/18/2018,4:00,0.336,-,1.13
10/18/2018,5:00,0.094,-,0.92
10/18/2018,6:00,-0.115,-,0.72
10/18/2018,7:00,-0.216,-,0.56
10/18/2018,8:00,-0.132,-,0.48
10/18/2018,9:00,0.113,-,0.66
10/18/2018,10:00,0.412,-,0.84
10/18/2018,11:00,0.695,-,1.14
10/18/2018,12:00,0.902,-,1.35
10/18/2018,13:00,0.955,-,1.43
10/18/2018,14:00,0.818,-,1.41
10/18/2018,15:00,0.515,-,1.21
10/18/2018,16:00,0.113,-,0.93
10/18/2018,17:00,-0.305,-,0.56
10/18/2018,18:00,-0.688,-,0.17
10/18/2018,19:00,-0.999,-,-0.23
10/18/2018,20:00,-1.148,-,-0.46
10/18/2018,21:00,-1.078,-,-0.69
10/18/2018,22:00,-0.836,-,-0.59
10/18/2018,23:00,-0.481,-,-0.34
10/19/2018,0:00,-0.048,-,0.14
10/19/2018,1:00,0.372,-,0.42
10/19/2018,2:00,0.664,-,0.61
10/19/2018,3:00,0.758,-,0.71
10/19/2018,4:00,0.656,-,0.72
10/19/2018,5:00,0.422,-,0.65
10/19/2018,6:00,0.131,-,0.47
10/19/2018,7:00,-0.164,-,0.2
10/19/2018,8:00,-0.361,-,-0.09
10/19/2018,9:00,-0.351,-,-0.22
10/19/2018,10:00,-0.152,-,-0.19
10/19/2018,11:00,0.141,-,0.08
10/19/2018,12:00,0.472,-,0.56
10/19/2018,13:00,0.774,-,1.08
10/19/2018,14:00,0.941,-,1.47
10/19/2018,15:00,0.903,-,1.67
10/19/2018,16:00,0.665,-,1.58
10/19/2018,17:00,0.291,-,1.12
10/19/2018,18:00,-0.139,-,0.62
10/19/2018,19:00,-0.582,-,0.03
10/19/2018,20:00,-0.97,-,-0.52
10/19/2018,21:00,-1.17,-,-0.86
10/19/2018,22:00,-1.118,-,-0.85
10/19/2018,23:00,-0.869,-,-0.61
10/20/2018,0:00,-0.471,-,-0.09
10/20/2018,1:00,0.033,-,0.61
10/20/2018,2:00,0.518,-,1.26
10/20/2018,3:00,0.837,-,1.73
10/20/2018,4:00,0.915,-,1.93
10/20/2018,5:00,0.763,-,1.77
10/20/2018,6:00,0.452,-,1.42
10/20/2018,7:00,0.051,-,0.97
10/20/2018,8:00,-0.364,-,0.39
10/20/2018,9:00,-0.642,-,-0.05
10/20/2018,10:00,-0.664,-,-0.27
10/20/2018,11:00,-0.455,-,-0.08
10/20/2018,12:00,-0.101,-,0.37
10/20/2018,13:00,0.345,-,0.99
10/20/2018,14:00,0.78,-,1.59
10/20/2018,15:00,1.05,-,2.04
10/20/2018,16:00,1.067,-,2.17
10/20/2018,17:00,0.841,-,1.93
10/20/2018,18:00,0.441,-,1.42
10/20/2018,19:00,-0.058,-,0.83
10/20/2018,20:00,-0.591,-,0.17
10/20/2018,21:00,-1.038,-,-0.41
10/20/2018,22:00,-1.241,-,-0.69
10/20/2018,23:00,-1.155,-,-0.67
10/21/2018,0:00,-0.838,-,-0.27
10/21/2018,1:00,-0.341,-,0.35
10/21/2018,2:00,0.256,-,1.09
10/21/2018,3:00,0.776,-,1.78
10/21/2018,4:00,1.062,-,2.17
10/21/2018,5:00,1.061,-,2.13
10/21/2018,6:00,0.801,-,1.76
10/21/2018,7:00,0.358,-,1.1
10/21/2018,8:00,-0.182,-,0.38
10/21/2018,9:00,-0.696,-,-0.33
10/21/2018,10:00,-1.006,-,-0.91
10/21/2018,11:00,-1.002,-,-1.17
10/21/2018,12:00,-0.72,-,-1.04
10/21/2018,13:00,-0.239,-,-0.65
10/21/2018,14:00,0.357,-,-0.11
10/21/2018,15:00,0.905,-,0.47
10/21/2018,16:00,1.225,-,0.99
10/21/2018,17:00,1.242,-,1.17
10/21/2018,18:00,0.973,-,1.04
10/21/2018,19:00,0.495,-,0.63
10/21/2018,20:00,-0.098,-,0.07
10/21/2018,21:00,-0.699,-,-0.43
10/21/2018,22:00,-1.152,-,-0.89
10/21/2018,23:00,-1.301,-,-1.22
10/22/2018,0:00,-1.119,-,-1.09
10/22/2018,1:00,-0.678,-,-0.7
10/22/2018,2:00,-0.059,-,-0.18
10/22/2018,3:00,0.596,-,0.36
10/22/2018,4:00,1.084,-,0.71
10/22/2018,5:00,1.27,-,0.86
10/22/2018,6:00,1.129,-,0.71
10/22/2018,7:00,0.708,-,0.37
10/22/2018,8:00,0.11,-,-0.1
10/22/2018,9:00,-0.545,-,-0.64
10/22/2018,10:00,-1.107,-,-1.12
10/22/2018,11:00,-1.39,-,-1.36
10/22/2018,12:00,-1.297,-,-1.24
10/22/2018,13:00,-0.877,-,-0.7
10/22/2018,14:00,-0.235,-,-0.02
10/22/2018,15:00,0.491,-,0.84
10/22/2018,16:00,1.095,-,1.56
10/22/2018,17:00,1.406,-,1.94
10/22/2018,18:00,1.365,-,1.88
10/22/2018,19:00,1.006,-,1.42
10/22/2018,20:00,0.429,-,0.82
10/22/2018,21:00,-0.234,-,0.13
10/22/2018,22:00,-0.853,-,-0.5
10/22/2018,23:00,-1.254,-,-0.94
10/23/2018,0:00,-1.288,-,-0.92
10/23/2018,1:00,-0.955,-,-0.55
10/23/2018,2:00,-0.365,-,0.08
10/23/2018,3:00,0.345,-,0.86
10/23/2018,4:00,0.989,-,1.56
10/23/2018,5:00,1.372,-,1.95
10/23/2018,6:00,1.395,-,1.91
10/23/2018,7:00,1.063,-,1.5
10/23/2018,8:00,0.463,-,0.87
10/23/2018,9:00,-0.265,-,0.11
10/23/2018,10:00,-0.986,-,-0.58
10/23/2018,11:00,-1.539,-,-1.11
10/23/2018,12:00,-1.733,-,-1.24
10/23/2018,13:00,-1.488,-,-0.79
10/23/2018,14:00,-0.895,-,-0.1
10/23/2018,15:00,-0.108,-,0.75
10/23/2018,16:00,0.692,-,1.61
10/23/2018,17:00,1.292,-,2.23
10/23/2018,18:00,1.537,-,2.4
10/23/2018,19:00,1.392,-,2.02
10/23/2018,20:00,0.922,-,1.43
10/23/2018,21:00,0.271,-,0.64
10/23/2018,22:00,-0.417,-,-0.13
10/23/2018,23:00,-1,-,-0.75
10/24/2018,0:00,-1.291,-,-1.05
10/24/2018,1:00,-1.154,-,-0.91
10/24/2018,2:00,-0.643,-,-0.36
10/24/2018,3:00,0.068,-,0.47
10/24/2018,4:00,0.803,-,1.3
10/24/2018,5:00,1.365,-,1.93
10/24/2018,6:00,1.58,-,2.25
10/24/2018,7:00,1.39,-,1.98
10/24/2018,8:00,0.85,-,1.32
10/24/2018,9:00,0.097,-,0.48
10/24/2018,10:00,-0.715,-,-0.32
10/24/2018,11:00,-1.451,-,-1.11
10/24/2018,12:00,-1.936,-,-1.67
10/24/2018,13:00,-1.977,-,-1.69
10/24/2018,14:00,-1.545,-,-1.17
10/24/2018,15:00,-0.793,-,-0.4
10/24/2018,16:00,0.09,-,0.54
10/24/2018,17:00,0.907,-,1.43
10/24/2018,18:00,1.446,-,2.1
10/24/2018,19:00,1.578,-,2.26
10/24/2018,20:00,1.31,-,1.89
10/24/2018,21:00,0.755,-,1.31
10/24/2018,22:00,0.071,-,0.52
10/24/2018,23:00,-0.599,-,-0.25
10/25/2018,0:00,-1.096,-,-0.77
10/25/2018,1:00,-1.22,-,-0.83
10/25/2018,2:00,-0.883,-,-0.55
10/25/2018,3:00,-0.219,-,0.03
10/25/2018,4:00,0.556,-,0.82
10/25/2018,5:00,1.249,-,1.55
10/25/2018,6:00,1.664,-,1.96
10/25/2018,7:00,1.662,-,1.87
10/25/2018,8:00,1.243,-,1.37
10/25/2018,9:00,0.524,-,0.61
10/25/2018,10:00,-0.336,-,-0.23
10/25/2018,11:00,-1.186,-,-1.01
10/25/2018,12:00,-1.886,-,-1.67
10/25/2018,13:00,-2.242,-,-2.01
10/25/2018,14:00,-2.092,-,-1.58
10/25/2018,15:00,-1.484,-,-0.83
10/25/2018,16:00,-0.617,-,0.1
10/25/2018,17:00,0.309,-,1.08
10/25/2018,18:00,1.086,-,2.02
10/25/2018,19:00,1.516,-,2.4
10/25/2018,20:00,1.516,-,2.35
10/25/2018,21:00,1.148,-,1.81
10/25/2018,22:00,0.546,-,1.07
10/25/2018,23:00,-0.134,-,0.38
10/26/2018,0:00,-0.743,-,-0.28
10/26/2018,1:00,-1.102,-,-0.56
10/26/2018,2:00,-1.027,-,-0.35
10/26/2018,3:00,-0.509,-,0.13
10/26/2018,4:00,0.256,-,1.04
10/26/2018,5:00,1.032,-,1.92
10/26/2018,6:00,1.622,-,2.5
10/26/2018,7:00,1.841,-,2.81
10/26/2018,8:00,1.607,-,2.6
10/26/2018,9:00,0.991,-,2.01
10/26/2018,10:00,0.141,-,1.24
10/26/2018,11:00,-0.781,-,0.4
10/26/2018,12:00,-1.623,-,-0.28
10/26/2018,13:00,-2.231,-,-0.93
10/26/2018,14:00,-2.418,-,-1.09
10/26/2018,15:00,-2.085,-,-0.4
10/26/2018,16:00,-1.342,-,0.39
10/26/2018,17:00,-0.412,-,1.23
10/26/2018,18:00,0.499,-,2.18
10/26/2018,19:00,1.185,-,2.76
10/26/2018,20:00,1.484,-,2.78
10/26/2018,21:00,1.373,-,2.55
10/26/2018,22:00,0.942,-,1.97
10/26/2018,23:00,0.327,-,1.33
10/27/2018,0:00,-0.312,-,0.65
10/27/2018,1:00,-0.814,-,0.22
10/27/2018,2:00,-1.002,-,0.15
10/27/2018,3:00,-0.741,-,0.47
10/27/2018,4:00,-0.09,-,1.02
10/27/2018,5:00,0.716,-,1.73
10/27/2018,6:00,1.434,-,2.31
10/27/2018,7:00,1.869,-,2.55
10/27/2018,8:00,1.877,-,2.4
10/27/2018,9:00,1.445,-,1.87
10/27/2018,10:00,0.685,-,1.16
10/27/2018,11:00,-0.246,-,0.36
10/27/2018,12:00,-1.181,-,-0.43
10/27/2018,13:00,-1.96,-,-1.16
10/27/2018,14:00,-2.437,-,-1.65
10/27/2018,15:00,-2.458,-,-1.67
