Date,Time (GMT),Predicted (ft),Preliminary (ft),Verified (ft)
9/1/2017,0:00,-0.329,-,0.03
9/1/2017,1:00,0.134,-,0.46
9/1/2017,2:00,0.508,-,0.92
9/1/2017,3:00,0.695,-,1.11
9/1/2017,4:00,0.677,-,1.19
9/1/2017,5:00,0.509,-,1.02
9/1/2017,6:00,0.277,-,0.89
9/1/2017,7:00,0.04,-,0.67
9/1/2017,8:00,-0.119,-,0.48
9/1/2017,9:00,-0.079,-,0.43
9/1/2017,10:00,0.176,-,0.52
9/1/2017,11:00,0.536,-,0.81
9/1/2017,12:00,0.914,-,1.29
9/1/2017,13:00,1.25,-,1.69
9/1/2017,14:00,1.44,-,1.95
9/1/2017,15:00,1.394,-,2.01
9/1/2017,16:00,1.111,-,1.92
9/1/2017,17:00,0.657,-,1.4
9/1/2017,18:00,0.128,-,0.86
9/1/2017,19:00,-0.42,-,0.27
9/1/2017,20:00,-0.933,-,-0.27
9/1/2017,21:00,-1.285,-,-0.64
9/1/2017,22:00,-1.368,-,-0.86
9/1/2017,23:00,-1.208,-,-0.72
9/2/2017,0:00,-0.863,-,0.13
9/2/2017,1:00,-0.362,-,0.25
9/2/2017,2:00,0.191,-,0.75
9/2/2017,3:00,0.629,-,1.23
9/2/2017,4:00,0.844,-,1.38
9/2/2017,5:00,0.827,-,1.37
9/2/2017,6:00,0.635,-,1.29
9/2/2017,7:00,0.345,-,0.79
9/2/2017,8:00,0.025,-,0.29
9/2/2017,9:00,-0.199,-,-0.06
9/2/2017,10:00,-0.188,-,-0.09
9/2/2017,11:00,0.059,-,-0.01
9/2/2017,12:00,0.439,-,0.55
9/2/2017,13:00,0.88,-,1.2
9/2/2017,14:00,1.295,-,1.76
9/2/2017,15:00,1.538,-,2.03
9/2/2017,16:00,1.509,-,2.11
9/2/2017,17:00,1.215,-,1.71
9/2/2017,18:00,0.727,-,1.26
9/2/2017,19:00,0.132,-,0.56
9/2/2017,20:00,-0.504,-,-0.01
9/2/2017,21:00,-1.086,-,-0.94
9/2/2017,22:00,-1.458,-,-1.34
9/2/2017,23:00,-1.521,-,-1.32
9/3/2017,0:00,-1.306,-,-1.21
9/3/2017,1:00,-0.862,-,-0.62
9/3/2017,2:00,-0.248,-,0.1
9/3/2017,3:00,0.379,-,0.78
9/3/2017,4:00,0.833,-,1.42
9/3/2017,5:00,1.025,-,1.66
9/3/2017,6:00,0.953,-,1.61
9/3/2017,7:00,0.679,-,1.23
9/3/2017,8:00,0.289,-,0.72
