Date,Time (GMT),Predicted (ft),Preliminary (ft),Verified (ft)
4/1/2019,0:00,-0.452,-,0.28
4/1/2019,1:00,-0.026,-,0.85
4/1/2019,2:00,0.428,-,1.33
4/1/2019,3:00,0.747,-,1.78
4/1/2019,4:00,0.825,-,1.96
4/1/2019,5:00,0.651,-,1.79
4/1/2019,6:00,0.274,-,1.25
4/1/2019,7:00,-0.247,-,0.47
4/1/2019,8:00,-0.859,-,-0.28
4/1/2019,9:00,-1.446,-,-0.94
4/1/2019,10:00,-1.833,-,-1.5
4/1/2019,11:00,-1.925,-,-1.86
4/1/2019,12:00,-1.736,-,-1.71
4/1/2019,13:00,-1.286,-,-1.3
4/1/2019,14:00,-0.645,-,-0.83
4/1/2019,15:00,0.005,-,-0.3
4/1/2019,16:00,0.472,-,0.37
4/1/2019,17:00,0.664,-,0.84
4/1/2019,18:00,0.575,-,1
4/1/2019,19:00,0.257,-,1.26
4/1/2019,20:00,-0.215,-,0.7
4/1/2019,21:00,-0.728,-,0.29
4/1/2019,22:00,-1.097,-,-0.16
4/1/2019,23:00,-1.184,-,-0.46
4/2/2019,0:00,-0.99,-,-0.26
4/2/2019,1:00,-0.572,-,0.07
4/2/2019,2:00,-0.004,-,0.67
4/2/2019,3:00,0.557,-,1.28
4/2/2019,4:00,0.92,-,1.7
4/2/2019,5:00,0.988,-,1.89
4/2/2019,6:00,0.76,-,1.72
4/2/2019,7:00,0.294,-,1.26
4/2/2019,8:00,-0.33,-,0.7
4/2/2019,9:00,-1.016,-,0.08
4/2/2019,10:00,-1.612,-,-0.49
4/2/2019,11:00,-1.939,-,-0.85
4/2/2019,12:00,-1.922,-,-0.95
4/2/2019,13:00,-1.588,-,-0.59
4/2/2019,14:00,-0.991,-,-0.08
4/2/2019,15:00,-0.263,-,0.62
4/2/2019,16:00,0.377,-,1.2
4/2/2019,17:00,0.759,-,1.52
4/2/2019,18:00,0.815,-,1.65
4/2/2019,19:00,0.561,-,1.38
4/2/2019,20:00,0.08,-,0.8
4/2/2019,21:00,-0.518,-,0.18
4/2/2019,22:00,-1.089,-,-0.37
4/2/2019,23:00,-1.44,-,-0.76
4/3/2019,0:00,-1.444,-,-0.89
4/3/2019,1:00,-1.117,-,-0.59
4/3/2019,2:00,-0.544,-,-0.06
4/3/2019,3:00,0.146,-,0.69
4/3/2019,4:00,0.754,-,1.34
4/3/2019,5:00,1.094,-,1.75
4/3/2019,6:00,1.089,-,1.67
4/3/2019,7:00,0.755,-,1.24
4/3/2019,8:00,0.177,-,0.56
4/3/2019,9:00,-0.526,-,-0.22
4/3/2019,10:00,-1.231,-,-0.96
4/3/2019,11:00,-1.77,-,-1.58
4/3/2019,12:00,-1.967,-,-1.88
4/3/2019,13:00,-1.775,-,-1.61
4/3/2019,14:00,-1.265,-,-1.09
4/3/2019,15:00,-0.551,-,-0.35
4/3/2019,16:00,0.19,-,0.44
4/3/2019,17:00,0.741,-,1
4/3/2019,18:00,0.965,-,1.21
4/3/2019,19:00,0.826,-,1.07
4/3/2019,20:00,0.383,-,0.65
4/3/2019,21:00,-0.238,-,0.04
4/3/2019,22:00,-0.91,-,-0.64
4/3/2019,23:00,-1.477,-,-1.25
4/4/2019,0:00,-1.741,-,-1.64
4/4/2019,1:00,-1.594,-,-1.46
4/4/2019,2:00,-1.097,-,-0.86
4/4/2019,3:00,-0.387,-,-0.11
4/4/2019,4:00,0.367,-,0.67
4/4/2019,5:00,0.955,-,1.31
4/4/2019,6:00,1.21,-,1.62
4/4/2019,7:00,1.079,-,1.5
4/4/2019,8:00,0.616,-,0.94
4/4/2019,9:00,-0.048,-,0.21
4/4/2019,10:00,-0.778,-,-0.51
4/4/2019,11:00,-1.443,-,-1.19
4/4/2019,12:00,-1.855,-,-1.57
4/4/2019,13:00,-1.855,-,-1.38
4/4/2019,14:00,-1.456,-,-0.8
4/4/2019,15:00,-0.795,-,-0.05
4/4/2019,16:00,-0.031,-,0.8
4/4/2019,17:00,0.642,-,1.53
4/4/2019,18:00,1.03,-,2.01
4/4/2019,19:00,1.033,-,1.96
4/4/2019,20:00,0.675,-,1.58
4/4/2019,21:00,0.067,-,0.87
4/4/2019,22:00,-0.647,-,0.07
4/4/2019,23:00,-1.338,-,-0.73
4/5/2019,0:00,-1.837,-,-1.31
4/5/2019,1:00,-1.944,-,-1.39
4/5/2019,2:00,-1.606,-,-0.81
4/5/2019,3:00,-0.951,-,-0.11
4/5/2019,4:00,-0.155,-,0.91
4/5/2019,5:00,0.6,-,1.75
4/5/2019,6:00,1.106,-,2.26
4/5/2019,7:00,1.222,-,2.83
4/5/2019,8:00,0.946,-,2.05
4/5/2019,9:00,0.379,-,1.67
4/5/2019,10:00,-0.325,-,1.03
4/5/2019,11:00,-1.032,-,0.1
4/5/2019,12:00,-1.594,-,-0.6
4/5/2019,13:00,-1.814,-,-0.89
4/5/2019,14:00,-1.581,-,-0.6
4/5/2019,15:00,-0.993,-,-0.14
4/5/2019,16:00,-0.242,-,0.78
4/5/2019,17:00,0.497,-,1.51
4/5/2019,18:00,1.027,-,2.21
4/5/2019,19:00,1.188,-,2.41
4/5/2019,20:00,0.946,-,2.08
4/5/2019,21:00,0.389,-,1.47
4/5/2019,22:00,-0.34,-,0.6
4/5/2019,23:00,-1.098,-,-0.22
4/6/2019,0:00,-1.751,-,-1
4/6/2019,1:00,-2.113,-,-1.45
4/6/2019,2:00,-2.02,-,-1.16
4/6/2019,3:00,-1.498,-,-0.5
4/6/2019,4:00,-0.73,-,0.29
4/6/2019,5:00,0.098,-,1.27
4/6/2019,6:00,0.794,-,2.1
4/6/2019,7:00,1.165,-,2.52
4/6/2019,8:00,1.123,-,2.35
4/6/2019,9:00,0.724,-,1.8
4/6/2019,10:00,0.098,-,1.03
4/6/2019,11:00,-0.603,-,0.24
4/6/2019,12:00,-1.236,-,-0.44
4/6/2019,13:00,-1.634,-,-0.9
4/6/2019,14:00,-1.622,-,-0.81
4/6/2019,15:00,-1.169,-,-0.27
4/6/2019,16:00,-0.448,-,0.49
4/6/2019,17:00,0.325,-,1.27
4/6/2019,18:00,0.964,-,1.92
4/6/2019,19:00,1.288,-,2.29
4/6/2019,20:00,1.194,-,2.03
4/6/2019,21:00,0.727,-,1.38
4/6/2019,22:00,0.016,-,0.6
4/6/2019,23:00,-0.789,-,-0.28
4/7/2019,0:00,-1.54,-,-1.12
4/7/2019,1:00,-2.093,-,-1.81
4/7/2019,2:00,-2.274,-,-1.96
4/7/2019,3:00,-1.983,-,-1.4
4/7/2019,4:00,-1.316,-,-0.59
4/7/2019,5:00,-0.485,-,0.36
4/7/2019,6:00,0.318,-,1.25
4/7/2019,7:00,0.903,-,1.96
4/7/2019,8:00,1.118,-,2.16
4/7/2019,9:00,0.943,-,1.88
4/7/2019,10:00,0.464,-,1.29
4/7/2019,11:00,-0.181,-,0.55
4/7/2019,12:00,-0.833,-,-0.11
4/7/2019,13:00,-1.337,-,-0.67
4/7/2019,14:00,-1.534,-,-0.84
4/7/2019,15:00,-1.298,-,-0.47
4/7/2019,16:00,-0.676,-,0.17
4/7/2019,17:00,0.112,-,1.02
