Date,Time (GMT),Predicted (ft),Preliminary (ft),Verified (ft)
6/8/2018,3:00,0.429,-,0.99
6/8/2018,4:00,-0.033,-,0.47
6/8/2018,5:00,-0.529,-,-0.06
6/8/2018,6:00,-0.951,-,-0.49
6/8/2018,7:00,-1.224,-,-0.96
6/8/2018,8:00,-1.253,-,-1.1
6/8/2018,9:00,-0.976,-,-0.92
6/8/2018,10:00,-0.476,-,-0.46
6/8/2018,11:00,0.093,-,0.01
6/8/2018,12:00,0.629,-,0.54
6/8/2018,13:00,1.033,-,1
6/8/2018,14:00,1.196,-,1.3
6/8/2018,15:00,1.07,-,1.22
6/8/2018,16:00,0.692,-,0.86
6/8/2018,17:00,0.168,-,0.3
6/8/2018,18:00,-0.378,-,-0.23
6/8/2018,19:00,-0.859,-,-0.63
6/8/2018,20:00,-1.173,-,-0.93
6/8/2018,21:00,-1.193,-,-1.22
6/8/2018,22:00,-0.913,-,-1
6/8/2018,23:00,-0.464,-,-0.55
6/9/2018,0:00,0.035,-,-0.17
6/9/2018,1:00,0.493,-,0.35
6/9/2018,2:00,0.785,-,0.72
6/9/2018,3:00,0.809,-,0.86
6/9/2018,4:00,0.562,-,0.68
6/9/2018,5:00,0.132,-,0.29
6/9/2018,6:00,-0.354,-,-0.15
6/9/2018,7:00,-0.793,-,-0.56
6/9/2018,8:00,-1.093,-,-0.89
6/9/2018,9:00,-1.122,-,-1.01
6/9/2018,10:00,-0.818,-,-0.8
6/9/2018,11:00,-0.291,-,-0.37
6/9/2018,12:00,0.306,-,0.16
6/9/2018,13:00,0.871,-,0.75
6/9/2018,14:00,1.276,-,1.26
6/9/2018,15:00,1.389,-,1.48
6/9/2018,16:00,1.17,-,1.39
6/9/2018,17:00,0.684,-,0.89
6/9/2018,18:00,0.052,-,0.32
6/9/2018,19:00,-0.607,-,-0.43
6/9/2018,20:00,-1.194,-,-1.12
6/9/2018,21:00,-1.566,-,-1.63
6/9/2018,22:00,-1.587,-,-1.71
6/9/2018,23:00,-1.27,-,-1.45
6/10/2018,0:00,-0.748,-,-0.9
6/10/2018,1:00,-0.128,-,-0.25
6/10/2018,2:00,0.465,-,0.45
6/10/2018,3:00,0.858,-,0.96
6/10/2018,4:00,0.94,-,1.09
6/10/2018,5:00,0.722,-,1.01
6/10/2018,6:00,0.299,-,0.53
6/10/2018,7:00,-0.205,-,0
6/10/2018,8:00,-0.677,-,-0.55
6/10/2018,9:00,-0.99,-,-0.82
6/10/2018,10:00,-0.992,-,-0.84
6/10/2018,11:00,-0.645,-,-0.5
6/10/2018,12:00,-0.072,-,0.02
6/10/2018,13:00,0.577,-,0.7
6/10/2018,14:00,1.174,-,1.27
6/10/2018,15:00,1.55,-,1.68
6/10/2018,16:00,1.57,-,1.75
6/10/2018,17:00,1.228,-,1.35
6/10/2018,18:00,0.611,-,0.74
6/10/2018,19:00,-0.151,-,-0.08
6/10/2018,20:00,-0.929,-,-0.86
6/10/2018,21:00,-1.598,-,-1.58
6/10/2018,22:00,-1.991,-,-2.12
6/10/2018,23:00,-1.981,-,-2.11
6/11/2018,0:00,-1.593,-,-1.6
6/11/2018,1:00,-0.956,-,-0.85
6/11/2018,2:00,-0.195,-,-0.03
6/11/2018,3:00,0.512,-,0.74
6/11/2018,4:00,0.968,-,1.3
6/11/2018,5:00,1.078,-,1.54
6/11/2018,6:00,0.865,-,1.34
6/11/2018,7:00,0.425,-,0.83
6/11/2018,8:00,-0.107,-,0.24
6/11/2018,9:00,-0.595,-,-0.32
6/11/2018,10:00,-0.892,-,-0.62
6/11/2018,11:00,-0.848,-,-0.62
6/11/2018,12:00,-0.439,-,-0.21
6/11/2018,13:00,0.2,-,0.35
6/11/2018,14:00,0.904,-,1.11
6/11/2018,15:00,1.502,-,1.78
6/11/2018,16:00,1.803,-,2.17
6/11/2018,17:00,1.699,-,2.1
6/11/2018,18:00,1.217,-,1.55
6/11/2018,19:00,0.458,-,0.74
6/11/2018,20:00,-0.43,-,-0.13
6/11/2018,21:00,-1.299,-,-0.99
6/11/2018,22:00,-2.01,-,-1.77
6/11/2018,23:00,-2.392,-,-2.37
6/12/2018,0:00,-2.319,-,-2.31
6/12/2018,1:00,-1.827,-,-1.67
6/12/2018,2:00,-1.058,-,-0.95
6/12/2018,3:00,-0.181,-,0
6/12/2018,4:00,0.596,-,0.9
6/12/2018,5:00,1.077,-,1.58
6/12/2018,6:00,1.185,-,1.71
6/12/2018,7:00,0.951,-,1.45
6/12/2018,8:00,0.488,-,0.85
6/12/2018,9:00,-0.053,-,0.24
6/12/2018,10:00,-0.532,-,-0.33
6/12/2018,11:00,-0.794,-,-0.64
6/12/2018,12:00,-0.685,-,-0.57
6/12/2018,13:00,-0.195,-,-0.16
6/12/2018,14:00,0.515,-,0.56
6/12/2018,15:00,1.246,-,1.42
6/12/2018,16:00,1.799,-,2.1
6/12/2018,17:00,1.995,-,2.38
6/12/2018,18:00,1.755,-,2.13
6/12/2018,19:00,1.126,-,1.41
6/12/2018,20:00,0.24,-,0.53
6/12/2018,21:00,-0.736,-,-0.4
6/12/2018,22:00,-1.654,-,-1.39
6/12/2018,23:00,-2.377,-,-2.22
6/13/2018,0:00,-2.718,-,-2.71
6/13/2018,1:00,-2.55,-,-2.4
6/13/2018,2:00,-1.94,-,-1.74
6/13/2018,3:00,-1.064,-,-0.84
6/13/2018,4:00,-0.117,-,0.16
6/13/2018,5:00,0.685,-,1.01
6/13/2018,6:00,1.156,-,1.66
6/13/2018,7:00,1.233,-,1.8
6/13/2018,8:00,0.969,-,1.56
6/13/2018,9:00,0.498,-,0.89
6/13/2018,10:00,-0.032,-,0.2
6/13/2018,11:00,-0.488,-,-0.42
6/13/2018,12:00,-0.701,-,-0.76
6/13/2018,13:00,-0.506,-,-0.52
6/13/2018,14:00,0.071,-,0.01
6/13/2018,15:00,0.827,-,0.81
6/13/2018,16:00,1.544,-,1.71
6/13/2018,17:00,2.026,-,2.33
6/13/2018,18:00,2.104,-,2.42
6/13/2018,19:00,1.726,-,1.99
6/13/2018,20:00,0.974,-,1.17
6/13/2018,21:00,0.005,-,0.25
6/13/2018,22:00,-1.013,-,-0.73
6/13/2018,23:00,-1.951,-,-1.72
6/14/2018,0:00,-2.657,-,-2.57
6/14/2018,1:00,-2.919,-,-3
6/14/2018,2:00,-2.64,-,-2.58
6/14/2018,3:00,-1.933,-,-1.83
6/14/2018,4:00,-0.995,-,-0.83
6/14/2018,5:00,-0.022,-,0.21
6/14/2018,6:00,0.763,-,1.06
6/14/2018,7:00,1.187,-,1.58
6/14/2018,8:00,1.217,-,1.59
6/14/2018,9:00,0.933,-,1.19
6/14/2018,10:00,0.468,-,0.62
6/14/2018,11:00,-0.048,-,0.03
6/14/2018,12:00,-0.475,-,-0.49
6/14/2018,13:00,-0.617,-,-0.76
6/14/2018,14:00,-0.327,-,-0.41
6/14/2018,15:00,0.314,-,0.21
6/14/2018,16:00,1.08,-,1.14
6/14/2018,17:00,1.76,-,1.98
6/14/2018,18:00,2.157,-,2.53
6/14/2018,19:00,2.116,-,2.45
6/14/2018,20:00,1.625,-,1.87
6/14/2018,21:00,0.799,-,1.06
6/14/2018,22:00,-0.202,-,0.06
6/14/2018,23:00,-1.231,-,-0.98
6/15/2018,0:00,-2.16,-,-1.94
6/15/2018,1:00,-2.808,-,-2.7
6/15/2018,2:00,-2.968,-,-2.93
6/15/2018,3:00,-2.59,-,-2.37
6/15/2018,4:00,-1.823,-,-1.58
6/15/2018,5:00,-0.861,-,-0.52
6/15/2018,6:00,0.094,-,0.5
6/15/2018,7:00,0.819,-,1.32
6/15/2018,8:00,1.173,-,1.78
6/15/2018,9:00,1.158,-,1.75
6/15/2018,10:00,0.861,-,1.26
6/15/2018,11:00,0.396,-,0.67
6/15/2018,12:00,-0.108,-,0.06
6/15/2018,13:00,-0.493,-,-0.42
6/15/2018,14:00,-0.552,-,-0.47
6/15/2018,15:00,-0.184,-,-0.08
6/15/2018,16:00,0.489,-,0.65
6/15/2018,17:00,1.242,-,1.51
6/15/2018,18:00,1.868,-,2.32
6/15/2018,19:00,2.173,-,2.64
6/15/2018,20:00,2.033,-,2.38
6/15/2018,21:00,1.479,-,1.77
6/15/2018,22:00,0.632,-,0.9
6/15/2018,23:00,-0.366,-,-0.08
6/16/2018,0:00,-1.376,-,-1.02
6/16/2018,1:00,-2.254,-,-1.9
6/16/2018,2:00,-2.81,-,-2.56
6/16/2018,3:00,-2.864,-,-2.65
6/16/2018,4:00,-2.413,-,-2.1
6/16/2018,5:00,-1.617,-,-1.32
6/16/2018,6:00,-0.671,-,-0.32
6/16/2018,7:00,0.222,-,0.62
6/16/2018,8:00,0.857,-,1.32
6/16/2018,9:00,1.137,-,1.69
6/16/2018,10:00,1.079,-,1.58
6/16/2018,11:00,0.756,-,1.06
6/16/2018,12:00,0.282,-,0.46
6/16/2018,13:00,-0.203,-,-0.08
6/16/2018,14:00,-0.535,-,-0.53
6/16/2018,15:00,-0.524,-,-0.47
6/16/2018,16:00,-0.108,-,-0.05
6/16/2018,17:00,0.57,-,0.65
6/16/2018,18:00,1.288,-,1.6
6/16/2018,19:00,1.846,-,2.32
6/16/2018,20:00,2.069,-,2.63
6/16/2018,21:00,1.876,-,2.39
6/16/2018,22:00,1.31,-,1.71
6/16/2018,23:00,0.479,-,0.87
6/17/2018,0:00,-0.483,-,-0.1
6/17/2018,1:00,-1.429,-,-1.1
6/17/2018,2:00,-2.217,-,-1.95
6/17/2018,3:00,-2.667,-,-2.54
6/17/2018,4:00,-2.626,-,-2.45
6/17/2018,5:00,-2.124,-,-1.9
6/17/2018,6:00,-1.333,-,-1.09
6/17/2018,7:00,-0.443,-,-0.13
6/17/2018,8:00,0.355,-,0.71
6/17/2018,9:00,0.895,-,1.29
6/17/2018,10:00,1.102,-,1.49
6/17/2018,11:00,0.987,-,1.24
6/17/2018,12:00,0.627,-,0.74
6/17/2018,13:00,0.149,-,0.13
6/17/2018,14:00,-0.312,-,-0.44
6/17/2018,15:00,-0.601,-,-0.8
6/17/2018,16:00,-0.546,-,-0.71
6/17/2018,17:00,-0.11,-,-0.28
6/17/2018,18:00,0.544,-,0.48
6/17/2018,19:00,1.202,-,1.3
6/17/2018,20:00,1.69,-,1.93
6/17/2018,21:00,1.866,-,2.16
6/17/2018,22:00,1.665,-,1.92
6/17/2018,23:00,1.123,-,1.34
6/18/2018,0:00,0.342,-,0.58
6/18/2018,1:00,-0.539,-,-0.51
6/18/2018,2:00,-1.381,-,-1.32
6/18/2018,3:00,-2.06,-,-1.92
6/18/2018,4:00,-2.402,-,-2.34
6/18/2018,5:00,-2.278,-,-2.16
6/18/2018,6:00,-1.751,-,-1.58
6/18/2018,7:00,-1.003,-,-0.85
6/18/2018,8:00,-0.199,-,-0.01
6/18/2018,9:00,0.501,-,0.74
6/18/2018,10:00,0.949,-,1.22
6/18/2018,11:00,1.072,-,1.36
6/18/2018,12:00,0.893,-,1.09
6/18/2018,13:00,0.503,-,0.6
6/18/2018,14:00,0.026,-,0.12
6/18/2018,15:00,-0.422,-,-0.41
6/18/2018,16:00,-0.691,-,-0.71
6/18/2018,17:00,-0.617,-,-0.72
6/18/2018,18:00,-0.196,-,-0.31
6/18/2018,19:00,0.396,-,0.33
6/18/2018,20:00,0.98,-,1.01
6/18/2018,21:00,1.422,-,1.61
6/18/2018,22:00,1.589,-,1.85
6/18/2018,23:00,1.414,-,1.67
6/19/2018,0:00,0.929,-,1.14
6/19/2018,1:00,0.24,-,0.53
6/19/2018,2:00,-0.52,-,-0.28
6/19/2018,3:00,-1.242,-,-1.06
6/19/2018,4:00,-1.808,-,-1.69
6/19/2018,5:00,-2.047,-,-1.99
6/19/2018,6:00,-1.862,-,-1.84
6/19/2018,7:00,-1.348,-,-1.25
6/19/2018,8:00,-0.668,-,-0.58
6/19/2018,9:00,0.051,-,0.2
6/19/2018,10:00,0.662,-,0.84
6/19/2018,11:00,1.016,-,1.28
6/19/2018,12:00,1.057,-,1.35
6/19/2018,13:00,0.825,-,1.06
6/19/2018,14:00,0.414,-,0.52
6/19/2018,15:00,-0.071,-,0.02
6/19/2018,16:00,-0.527,-,-0.46
6/19/2018,17:00,-0.8,-,-0.78
6/19/2018,18:00,-0.742,-,-0.69
6/19/2018,19:00,-0.38,-,-0.36
6/19/2018,20:00,0.128,-,0.25
6/19/2018,21:00,0.654,-,0.93
6/19/2018,22:00,1.081,-,1.5
6/19/2018,23:00,1.269,-,1.63
6/20/2018,0:00,1.148,-,1.46
6/20/2018,1:00,0.76,-,0.98
6/20/2018,2:00,0.199,-,0.41
6/20/2018,3:00,-0.431,-,-0.21
6/20/2018,4:00,-1.036,-,-0.8
6/20/2018,5:00,-1.497,-,-1.3
6/20/2018,6:00,-1.651,-,-1.43
6/20/2018,7:00,-1.441,-,-1.18
6/20/2018,8:00,-0.965,-,-0.71
6/20/2018,9:00,-0.349,-,-0.05
6/20/2018,10:00,0.301,-,0.51
6/20/2018,11:00,0.83,-,1.12
6/20/2018,12:00,1.099,-,1.5
6/20/2018,13:00,1.077,-,1.5
6/20/2018,14:00,0.807,-,1.28
6/20/2018,15:00,0.369,-,0.74
6/20/2018,16:00,-0.145,-,0.15
6/20/2018,17:00,-0.631,-,-0.43
6/20/2018,18:00,-0.936,-,-0.8
6/20/2018,19:00,-0.936,-,-0.88
6/20/2018,20:00,-0.661,-,-0.52
6/20/2018,21:00,-0.226,-,-0.04
6/20/2018,22:00,0.274,-,0.57
6/20/2018,23:00,0.714,-,1.08
6/21/2018,0:00,0.95,-,1.37
6/21/2018,1:00,0.922,-,1.3
6/21/2018,2:00,0.657,-,1.02
6/21/2018,3:00,0.223,-,0.55
6/21/2018,4:00,-0.291,-,0
6/21/2018,5:00,-0.796,-,-0.52
6/21/2018,6:00,-1.174,-,-0.86
6/21/2018,7:00,-1.28,-,-1.01
6/21/2018,8:00,-1.072,-,-0.73
6/21/2018,9:00,-0.631,-,-0.3
6/21/2018,10:00,-0.057,-,0.34
6/21/2018,11:00,0.54,-,1.02
6/21/2018,12:00,1.003,-,1.63
6/21/2018,13:00,1.213,-,1.75
6/21/2018,14:00,1.146,-,1.67
6/21/2018,15:00,0.832,-,1.5
6/21/2018,16:00,0.349,-,0.83
6/21/2018,17:00,-0.213,-,0.25
6/21/2018,18:00,-0.753,-,-0.47
6/21/2018,19:00,-1.123,-,-0.9
6/21/2018,20:00,-1.203,-,-1.06
6/21/2018,21:00,-1.003,-,-0.88
6/21/2018,22:00,-0.607,-,-0.44
6/21/2018,23:00,-0.102,-,0.08
6/22/2018,0:00,0.381,-,0.58
6/22/2018,1:00,0.7,-,1.01
6/22/2018,2:00,0.783,-,1.24
6/22/2018,3:00,0.629,-,1.09
6/22/2018,4:00,0.296,-,0.76
6/22/2018,5:00,-0.129,-,0.33
6/22/2018,6:00,-0.564,-,-0.08
6/22/2018,7:00,-0.898,-,-0.41
6/22/2018,8:00,-0.985,-,-0.49
6/22/2018,9:00,-0.776,-,-0.32
6/22/2018,10:00,-0.349,-,0.13
6/22/2018,11:00,0.203,-,0.72
6/22/2018,12:00,0.768,-,1.29
6/22/2018,13:00,1.193,-,1.7
6/22/2018,14:00,1.362,-,1.8
6/22/2018,15:00,1.241,-,1.52
6/22/2018,16:00,0.866,-,1.02
6/22/2018,17:00,0.322,-,0.41
6/22/2018,18:00,-0.306,-,-0.23
6/22/2018,19:00,-0.925,-,-0.8
6/22/2018,20:00,-1.373,-,-1.27
6/22/2018,21:00,-1.512,-,-1.4
6/22/2018,22:00,-1.349,-,-1.15
6/22/2018,23:00,-0.956,-,-0.75
6/23/2018,0:00,-0.409,-,-0.18
6/23/2018,1:00,0.153,-,0.39
6/23/2018,2:00,0.568,-,0.85
6/23/2018,3:00,0.742,-,1.07
6/23/2018,4:00,0.663,-,1.01
6/23/2018,5:00,0.395,-,0.77
6/23/2018,6:00,0.02,-,0.31
6/23/2018,7:00,-0.391,-,-0.09
6/23/2018,8:00,-0.71,-,-0.44
6/23/2018,9:00,-0.774,-,-0.52
6/23/2018,10:00,-0.547,-,-0.3
6/23/2018,11:00,-0.113,-,0.19
6/23/2018,12:00,0.441,-,0.81
6/23/2018,13:00,1.001,-,1.44
6/23/2018,14:00,1.401,-,1.79
6/23/2018,15:00,1.517,-,1.94
6/23/2018,16:00,1.32,-,1.67
6/23/2018,17:00,0.867,-,1.1
6/23/2018,18:00,0.249,-,0.39
6/23/2018,19:00,-0.465,-,-0.35
6/23/2018,20:00,-1.164,-,-1.1
6/23/2018,21:00,-1.659,-,-1.61
6/23/2018,22:00,-1.814,-,-1.77
6/23/2018,23:00,-1.645,-,-1.55
6/24/2018,0:00,-1.209,-,-1.1
6/24/2018,1:00,-0.581,-,-0.47
6/24/2018,2:00,0.072,-,0.23
6/24/2018,3:00,0.559,-,0.84
6/24/2018,4:00,0.778,-,1.12
6/24/2018,5:00,0.732,-,1.16
6/24/2018,6:00,0.486,-,0.96
6/24/2018,7:00,0.113,-,0.54
6/24/2018,8:00,-0.305,-,0.02
6/24/2018,9:00,-0.604,-,-0.41
6/24/2018,10:00,-0.626,-,-0.63
6/24/2018,11:00,-0.364,-,-0.47
6/24/2018,12:00,0.098,-,0
6/24/2018,13:00,0.68,-,0.69
6/24/2018,14:00,1.244,-,1.39
6/24/2018,15:00,1.599,-,1.8
6/24/2018,16:00,1.63,-,1.87
6/24/2018,17:00,1.338,-,1.43
6/24/2018,18:00,0.796,-,0.79
6/24/2018,19:00,0.089,-,-0.01
6/24/2018,20:00,-0.706,-,-0.79
6/24/2018,21:00,-1.448,-,-1.54
6/24/2018,22:00,-1.936,-,-1.99
6/24/2018,23:00,-2.059,-,-2.05
6/25/2018,0:00,-1.835,-,-1.68
6/25/2018,1:00,-1.311,-,-0.96
6/25/2018,2:00,-0.585,-,-0.09
6/25/2018,3:00,0.132,-,0.47
6/25/2018,4:00,0.64,-,1.12
6/25/2018,5:00,0.858,-,1.34
6/25/2018,6:00,0.798,-,0.95
6/25/2018,7:00,0.528,-,0.72
6/25/2018,8:00,0.128,-,0.29
6/25/2018,9:00,-0.292,-,-0.16
6/25/2018,10:00,-0.552,-,-0.3
6/25/2018,11:00,-0.516,-,-0.2
6/25/2018,12:00,-0.2,-,0.21
6/25/2018,13:00,0.315,-,0.84
6/25/2018,14:00,0.931,-,1.39
6/25/2018,15:00,1.471,-,1.85
6/25/2018,16:00,1.742,-,1.99
6/25/2018,17:00,1.663,-,1.7
6/25/2018,18:00,1.263,-,1.18
6/25/2018,19:00,0.622,-,0.6
6/25/2018,20:00,-0.166,-,-0.15
6/25/2018,21:00,-1.003,-,-0.95
6/25/2018,22:00,-1.732,-,-1.65
6/25/2018,23:00,-2.164,-,-2.09
6/26/2018,0:00,-2.205,-,-2
6/26/2018,1:00,-1.879,-,-1.57
6/26/2018,2:00,-1.243,-,-0.85
6/26/2018,3:00,-0.444,-,0.38
6/26/2018,4:00,0.286,-,0.69
6/26/2018,5:00,0.768,-,1.08
6/26/2018,6:00,0.939,-,1.22
6/26/2018,7:00,0.823,-,1.05
6/26/2018,8:00,0.503,-,0.65
6/26/2018,9:00,0.08,-,0.15
6/26/2018,10:00,-0.322,-,-0.42
6/26/2018,11:00,-0.525,-,-0.6
6/26/2018,12:00,-0.415,-,-0.29
6/26/2018,13:00,-0.022,-,0.21
6/26/2018,14:00,0.553,-,0.95
6/26/2018,15:00,1.175,-,1.79
6/26/2018,16:00,1.647,-,2.46
6/26/2018,17:00,1.803,-,2.53
6/26/2018,18:00,1.598,-,2.26
6/26/2018,19:00,1.078,-,1.51
6/26/2018,20:00,0.347,-,0.56
6/26/2018,21:00,-0.484,-,-0.39
6/26/2018,22:00,-1.312,-,-1.28
6/26/2018,23:00,-1.982,-,-2
6/27/2018,0:00,-2.309,-,-2.37
6/27/2018,1:00,-2.22,-,-1.97
6/27/2018,2:00,-1.762,-,-1.44
6/27/2018,3:00,-1.033,-,-0.59
6/27/2018,4:00,-0.208,-,0.28
6/27/2018,5:00,0.488,-,1
6/27/2018,6:00,0.899,-,1.42
6/27/2018,7:00,0.983,-,1.4
6/27/2018,8:00,0.789,-,1.02
6/27/2018,9:00,0.424,-,0.48
6/27/2018,10:00,-0.006,-,-0.03
6/27/2018,11:00,-0.374,-,-0.44
