Date,Time (GMT),Predicted (ft),Preliminary (ft),Verified (ft)
1/1/2019,0:00,0.123,-,0.94
1/1/2019,1:00,0.552,-,1.47
1/1/2019,2:00,0.788,-,1.82
1/1/2019,3:00,0.759,-,1.88
1/1/2019,4:00,0.472,-,1.62
1/1/2019,5:00,-0.011,-,1.12
1/1/2019,6:00,-0.617,-,0.48
1/1/2019,7:00,-1.288,-,-0.23
1/1/2019,8:00,-1.9,-,-0.89
1/1/2019,9:00,-2.275,-,-1.46
1/1/2019,10:00,-2.333,-,-1.71
1/1/2019,11:00,-2.11,-,-1.51
1/1/2019,12:00,-1.654,-,-1.09
1/1/2019,13:00,-1.052,-,-0.53
1/1/2019,14:00,-0.469,-,0.04
1/1/2019,15:00,-0.058,-,0.57
1/1/2019,16:00,0.115,-,0.91
1/1/2019,17:00,0.066,-,1.01
1/1/2019,18:00,-0.148,-,0.8
1/1/2019,19:00,-0.473,-,0.4
1/1/2019,20:00,-0.823,-,-0.05
1/1/2019,21:00,-1.025,-,-0.42
1/1/2019,22:00,-0.965,-,-0.51
1/1/2019,23:00,-0.676,-,-0.35
1/2/2019,0:00,-0.234,-,-0.05
1/2/2019,1:00,0.285,-,0.55
1/2/2019,2:00,0.738,-,1.09
1/2/2019,3:00,0.964,-,1.44
1/2/2019,4:00,0.892,-,1.5
1/2/2019,5:00,0.543,-,1.23
1/2/2019,6:00,-0.017,-,0.65
1/2/2019,7:00,-0.725,-,-0.09
1/2/2019,8:00,-1.51,-,-0.87
1/2/2019,9:00,-2.206,-,-1.59
1/2/2019,10:00,-2.618,-,-2.13
1/2/2019,11:00,-2.677,-,-2.32
1/2/2019,12:00,-2.408,-,-1.96
1/2/2019,13:00,-1.846,-,-1.48
1/2/2019,14:00,-1.115,-,-0.78
1/2/2019,15:00,-0.425,-,-0.07
1/2/2019,16:00,0.053,-,0.54
1/2/2019,17:00,0.261,-,0.89
1/2/2019,18:00,0.215,-,0.97
1/2/2019,19:00,-0.03,-,0.7
1/2/2019,20:00,-0.41,-,0.34
1/2/2019,21:00,-0.796,-,-0.13
1/2/2019,22:00,-0.997,-,-0.52
1/2/2019,23:00,-0.915,-,-0.55
1/3/2019,0:00,-0.591,-,-0.36
1/3/2019,1:00,-0.092,-,0.16
1/3/2019,2:00,0.48,-,0.85
1/3/2019,3:00,0.939,-,1.49
1/3/2019,4:00,1.119,-,1.83
1/3/2019,5:00,0.972,-,1.79
1/3/2019,6:00,0.531,-,1.39
1/3/2019,7:00,-0.134,-,0.75
1/3/2019,8:00,-0.95,-,-0.07
1/3/2019,9:00,-1.812,-,-0.9
1/3/2019,10:00,-2.528,-,-1.62
1/3/2019,11:00,-2.911,-,-2.26
1/3/2019,12:00,-2.903,-,-2.27
1/3/2019,13:00,-2.519,-,-1.91
1/3/2019,14:00,-1.82,-,-1.31
1/3/2019,15:00,-0.983,-,-0.54
1/3/2019,16:00,-0.246,-,0.16
1/3/2019,17:00,0.234,-,0.76
1/3/2019,18:00,0.407,-,1.12
1/3/2019,19:00,0.297,-,1.09
1/3/2019,20:00,-0.026,-,0.83
1/3/2019,21:00,-0.465,-,0.33
1/3/2019,22:00,-0.863,-,-0.1
1/3/2019,23:00,-1.032,-,-0.47
1/4/2019,0:00,-0.892,-,-0.53
1/4/2019,1:00,-0.49,-,-0.09
1/4/2019,2:00,0.089,-,0.46
1/4/2019,3:00,0.694,-,1.25
1/4/2019,4:00,1.115,-,1.81
1/4/2019,5:00,1.21,-,2.08
1/4/2019,6:00,0.954,-,1.9
1/4/2019,7:00,0.394,-,1.39
1/4/2019,8:00,-0.38,-,0.68
1/4/2019,9:00,-1.269,-,-0.17
1/4/2019,10:00,-2.147,-,-0.98
1/4/2019,11:00,-2.818,-,-1.65
1/4/2019,12:00,-3.103,-,-1.96
1/4/2019,13:00,-2.957,-,-1.76
1/4/2019,14:00,-2.419,-,-1.17
1/4/2019,15:00,-1.598,-,-0.49
1/4/2019,16:00,-0.713,-,0.45
1/4/2019,17:00,0.005,-,1.33
1/4/2019,18:00,0.418,-,1.91
1/4/2019,19:00,0.491,-,2.46
1/4/2019,20:00,0.275,-,1.99
1/4/2019,21:00,-0.128,-,1.23
1/4/2019,22:00,-0.604,-,0.68
1/4/2019,23:00,-0.985,-,0.19
1/5/2019,0:00,-1.084,-,0.01
1/5/2019,1:00,-0.841,-,0.07
1/5/2019,2:00,-0.335,-,0.36
1/5/2019,3:00,0.304,-,0.98
1/5/2019,4:00,0.895,-,1.69
1/5/2019,5:00,1.233,-,2.23
1/5/2019,6:00,1.206,-,2.3
1/5/2019,7:00,0.81,-,1.93
1/5/2019,8:00,0.128,-,1.26
1/5/2019,9:00,-0.723,-,0.35
1/5/2019,10:00,-1.633,-,-0.52
1/5/2019,11:00,-2.47,-,-1.41
1/5/2019,12:00,-3.028,-,-2.11
1/5/2019,13:00,-3.146,-,-2.64
1/5/2019,14:00,-2.819,-,-2.62
1/5/2019,15:00,-2.135,-,-2.14
1/5/2019,16:00,-1.244,-,-1.47
1/5/2019,17:00,-0.374,-,-0.71
1/5/2019,18:00,0.26,-,-0.03
1/5/2019,19:00,0.543,-,0.42
1/5/2019,20:00,0.478,-,0.59
1/5/2019,21:00,0.156,-,0.45
1/5/2019,22:00,-0.307,-,0.06
1/5/2019,23:00,-0.794,-,-0.4
1/6/2019,0:00,-1.119,-,-0.79
1/6/2019,1:00,-1.1,-,-0.89
1/6/2019,2:00,-0.727,-,-0.69
1/6/2019,3:00,-0.132,-,-0.19
1/6/2019,4:00,0.525,-,0.43
1/6/2019,5:00,1.055,-,1.04
1/6/2019,6:00,1.27,-,1.38
1/6/2019,7:00,1.087,-,1.2
1/6/2019,8:00,0.546,-,0.62
1/6/2019,9:00,-0.232,-,-0.17
1/6/2019,10:00,-1.114,-,-0.99
1/6/2019,11:00,-1.999,-,-1.75
1/6/2019,12:00,-2.737,-,-2.42
1/6/2019,13:00,-3.115,-,-2.94
1/6/2019,14:00,-3.02,-,-3.07
1/6/2019,15:00,-2.515,-,-2.64
1/6/2019,16:00,-1.727,-,-1.96
1/6/2019,17:00,-0.823,-,-1.19
1/6/2019,18:00,-0.031,-,-0.4
1/6/2019,19:00,0.456,-,0.19
1/6/2019,20:00,0.572,-,0.56
1/6/2019,21:00,0.369,-,0.57
1/6/2019,22:00,-0.04,-,0.22
1/6/2019,23:00,-0.542,-,-0.3
1/7/2019,0:00,-1.003,-,-0.75
