Date,Time (GMT),Predicted (ft),Preliminary (ft),Verified (ft)
7/20/2018,7:00,-0.83,-,-0.19
7/20/2018,8:00,-0.412,-,0.16
7/20/2018,9:00,0.141,-,0.65
7/20/2018,10:00,0.726,-,1.33
7/20/2018,11:00,1.21,-,1.83
7/20/2018,12:00,1.449,-,2.2
7/20/2018,13:00,1.389,-,2.04
7/20/2018,14:00,1.067,-,1.77
7/20/2018,15:00,0.563,-,1.46
7/20/2018,16:00,-0.028,-,0.85
7/20/2018,17:00,-0.617,-,0.26
7/20/2018,18:00,-1.088,-,0.08
7/20/2018,19:00,-1.302,-,-0.44
7/20/2018,20:00,-1.215,-,-0.38
7/20/2018,21:00,-0.9,-,-0.15
7/20/2018,22:00,-0.44,-,0.04
7/20/2018,23:00,0.072,-,0.55
7/21/2018,0:00,0.485,-,0.85
7/21/2018,1:00,0.688,-,1.04
7/21/2018,2:00,0.657,-,1.06
7/21/2018,3:00,0.432,-,0.96
7/21/2018,4:00,0.094,-,0.72
7/21/2018,5:00,-0.267,-,0.51
7/21/2018,6:00,-0.562,-,0.21
7/21/2018,7:00,-0.667,-,0.1
7/21/2018,8:00,-0.498,-,0.09
7/21/2018,9:00,-0.105,-,0.34
7/21/2018,10:00,0.401,-,0.78
7/21/2018,11:00,0.924,-,1.24
7/21/2018,12:00,1.336,-,1.54
7/21/2018,13:00,1.514,-,1.64
7/21/2018,14:00,1.414,-,1.5
7/21/2018,15:00,1.066,-,1.27
7/21/2018,16:00,0.543,-,0.76
7/21/2018,17:00,-0.058,-,0.21
7/21/2018,18:00,-0.664,-,-0.31
7/21/2018,19:00,-1.171,-,-0.87
7/21/2018,20:00,-1.438,-,-1.25
7/21/2018,21:00,-1.413,-,-1.33
7/21/2018,22:00,-1.148,-,-1.44
7/21/2018,23:00,-0.709,-,-0.98
7/22/2018,0:00,-0.186,-,-0.42
7/22/2018,1:00,0.274,-,0.11
7/22/2018,2:00,0.553,-,0.58
7/22/2018,3:00,0.606,-,0.93
7/22/2018,4:00,0.462,-,1.16
7/22/2018,5:00,0.202,-,1.31
7/22/2018,6:00,-0.096,-,1.18
7/22/2018,7:00,-0.356,-,0.99
7/22/2018,8:00,-0.447,-,0.81
7/22/2018,9:00,-0.281,-,0.65
7/22/2018,10:00,0.089,-,0.69
7/22/2018,11:00,0.561,-,0.78
7/22/2018,12:00,1.048,-,1.02
7/22/2018,13:00,1.429,-,1.39
7/22/2018,14:00,1.58,-,1.63
7/22/2018,15:00,1.452,-,1.66
7/22/2018,16:00,1.073,-,1.45
7/22/2018,17:00,0.529,-,1.05
7/22/2018,18:00,-0.098,-,0.6
7/22/2018,19:00,-0.749,-,0.09
7/22/2018,20:00,-1.307,-,-0.4
7/22/2018,21:00,-1.614,-,-0.76
7/22/2018,22:00,-1.617,-,-0.56
7/22/2018,23:00,-1.364,-,-0.46
7/23/2018,0:00,-0.902,-,-0.52
7/23/2018,1:00,-0.323,-,-0.23
7/23/2018,2:00,0.21,-,0.19
7/23/2018,3:00,0.554,-,0.39
7/23/2018,4:00,0.658,-,0.55
7/23/2018,5:00,0.557,-,0.67
7/23/2018,6:00,0.328,-,0.78
7/23/2018,7:00,0.033,-,0.61
7/23/2018,8:00,-0.238,-,1.05
7/23/2018,9:00,-0.331,-,0.57
7/23/2018,10:00,-0.164,-,1.11
7/23/2018,11:00,0.195,-,1.46
7/23/2018,12:00,0.657,-,1.8
7/23/2018,13:00,1.147,-,2.01
7/23/2018,14:00,1.524,-,2.25
7/23/2018,15:00,1.651,-,2.36
7/23/2018,16:00,1.483,-,2.23
7/23/2018,17:00,1.065,-,1.9
7/23/2018,18:00,0.484,-,1.5
7/23/2018,19:00,-0.194,-,1.02
7/23/2018,20:00,-0.902,-,0.63
7/23/2018,21:00,-1.492,-,0.02
7/23/2018,22:00,-1.8,-,-0.47
7/23/2018,23:00,-1.791,-,-0.38
7/24/2018,0:00,-1.502,-,-0.3
7/24/2018,1:00,-0.967,-,-0.04
7/24/2018,2:00,-0.305,-,0.26
7/24/2018,3:00,0.286,-,0.58
7/24/2018,4:00,0.657,-,0.78
7/24/2018,5:00,0.771,-,0.92
7/24/2018,6:00,0.668,-,0.88
7/24/2018,7:00,0.416,-,0.72
7/24/2018,8:00,0.082,-,0.55
7/24/2018,9:00,-0.211,-,0.33
7/24/2018,10:00,-0.296,-,0.29
7/24/2018,11:00,-0.118,-,0.55
7/24/2018,12:00,0.253,-,0.9
7/24/2018,13:00,0.745,-,1.41
7/24/2018,14:00,1.26,-,1.76
7/24/2018,15:00,1.626,-,2.03
7/24/2018,16:00,1.708,-,2.03
7/24/2018,17:00,1.483,-,1.7
7/24/2018,18:00,1.009,-,1.27
7/24/2018,19:00,0.368,-,0.71
7/24/2018,20:00,-0.37,-,0.11
7/24/2018,21:00,-1.115,-,-0.57
7/24/2018,22:00,-1.695,-,-1.13
7/24/2018,23:00,-1.963,-,-1.41
7/25/2018,0:00,-1.895,-,-1.19
7/25/2018,1:00,-1.516,-,-0.77
7/25/2018,2:00,-0.879,-,-0.22
7/25/2018,3:00,-0.149,-,0.42
7/25/2018,4:00,0.458,-,1.02
7/25/2018,5:00,0.813,-,1.4
7/25/2018,6:00,0.893,-,1.5
7/25/2018,7:00,0.737,-,1.32
7/25/2018,8:00,0.425,-,1.1
7/25/2018,9:00,0.047,-,0.67
7/25/2018,10:00,-0.253,-,0.4
7/25/2018,11:00,-0.315,-,0.4
7/25/2018,12:00,-0.101,-,0.56
7/25/2018,13:00,0.32,-,1.05
7/25/2018,14:00,0.863,-,1.62
7/25/2018,15:00,1.392,-,2.17
7/25/2018,16:00,1.718,-,2.46
7/25/2018,17:00,1.731,-,2.47
7/25/2018,18:00,1.429,-,2.09
7/25/2018,19:00,0.877,-,1.58
7/25/2018,20:00,0.168,-,0.83
7/25/2018,21:00,-0.612,-,0.03
7/25/2018,22:00,-1.354,-,-0.72
7/25/2018,23:00,-1.884,-,-1.29
7/26/2018,0:00,-2.067,-,-1.47
7/26/2018,1:00,-1.885,-,-1.08
7/26/2018,2:00,-1.382,-,-0.61
7/26/2018,3:00,-0.656,-,0.08
7/26/2018,4:00,0.097,-,0.81
7/26/2018,5:00,0.675,-,1.39
7/26/2018,6:00,0.969,-,1.7
7/26/2018,7:00,0.966,-,1.65
7/26/2018,8:00,0.729,-,1.33
7/26/2018,9:00,0.355,-,0.97
7/26/2018,10:00,-0.052,-,0.59
7/26/2018,11:00,-0.339,-,0.26
7/26/2018,12:00,-0.351,-,0.27
7/26/2018,13:00,-0.064,-,0.64
7/26/2018,14:00,0.432,-,1.18
7/26/2018,15:00,1.016,-,1.91
7/26/2018,16:00,1.526,-,2.54
7/26/2018,17:00,1.783,-,2.71
7/26/2018,18:00,1.703,-,2.48
7/26/2018,19:00,1.3,-,1.95
7/26/2018,20:00,0.662,-,1.21
7/26/2018,21:00,-0.098,-,0.42
7/26/2018,22:00,-0.888,-,-0.34
7/26/2018,23:00,-1.591,-,-1.08
7/27/2018,0:00,-2.027,-,-1.53
7/27/2018,1:00,-2.069,-,-1.45
7/27/2018,2:00,-1.738,-,-1.02
7/27/2018,3:00,-1.119,-,-0.44
7/27/2018,4:00,-0.342,-,0.34
7/27/2018,5:00,0.389,-,1.09
7/27/2018,6:00,0.89,-,1.59
7/27/2018,7:00,1.075,-,1.67
7/27/2018,8:00,0.961,-,1.39
7/27/2018,9:00,0.64,-,0.94
7/27/2018,10:00,0.218,-,0.39
7/27/2018,11:00,-0.2,-,-0.03
7/27/2018,12:00,-0.446,-,-0.29
7/27/2018,13:00,-0.366,-,-0.15
