DATE TIME, WINDSPEED, DIR, GUSTS, AT, BARO, RELHUM, VIS
7/1/2018 0:00,6.5,140,8,27.3,1015.2,,
7/1/2018 1:00,5.3,149,6.5,27.3,1014.9,,
7/1/2018 2:00,6.1,138,6.9,27.3,1015.1,,
7/1/2018 3:00,2.5,227,3.1,25,1015.9,,
7/1/2018 4:00,9,113,10.7,26.5,1015.6,,
7/1/2018 5:00,9.5,135,11.8,26.9,1015.2,,
7/1/2018 6:00,8.7,159,10,26.7,1014.8,,
7/1/2018 7:00,7,183,9,27.6,1014.3,,
7/1/2018 8:00,7.4,178,9,27.6,1014.1,,
7/1/2018 9:00,7.7,144,9.5,27.2,1013.9,,
7/1/2018 10:00,6.1,154,8.7,27.2,1014.2,,
7/1/2018 11:00,7.4,289,9.4,25.4,1015.5,,
7/1/2018 12:00,1.5,24,2.9,23.7,1016.5,,
7/1/2018 13:00,2.4,72,2.5,24.6,1016.9,,
7/1/2018 14:00,7.2,225,9.9,23.8,1017.9,,
7/1/2018 15:00,7.4,270,9.1,25.7,1017.5,,
7/1/2018 16:00,3.9,272,5.7,26.9,1017.8,,
7/1/2018 17:00,2.4,264,3.1,27.7,1017.1,,
7/1/2018 18:00,1.6,217,2.5,27.5,1016.9,,
7/1/2018 19:00,2.3,206,3.4,27.4,1016.7,,
7/1/2018 20:00,3.2,208,3.7,27.8,1016.6,,
7/1/2018 21:00,2.8,193,3.6,28,1016.1,,
7/1/2018 22:00,2.1,188,3.5,28.2,1015.6,,
7/1/2018 23:00,2.9,191,4.2,28.3,1015.5,,
7/2/2018 0:00,3.4,206,4.2,28.3,1016,,
7/2/2018 1:00,3.5,205,4.2,28.5,1015.8,,
7/2/2018 2:00,3.1,200,5,28.5,1016.5,,
7/2/2018 3:00,1.7,171,2.5,28.4,1016.6,,
7/2/2018 4:00,1.3,157,1.6,28.3,1016.6,,
7/2/2018 5:00,2.1,160,2.6,28.4,1016.5,,
7/2/2018 6:00,3.4,148,4.5,28.3,1016.3,,
7/2/2018 7:00,3.2,123,3.5,28.2,1015.9,,
7/2/2018 8:00,6,112,6.6,27.4,1015.2,,
7/2/2018 9:00,2.6,111,3.4,27.3,1015.6,,
7/2/2018 10:00,4,126,4.8,27.4,1015.8,,
7/2/2018 11:00,4.6,64,5.9,26.6,1015.9,,
7/2/2018 12:00,4.9,100,5.6,27.6,1016,,
7/2/2018 13:00,5.1,111,5.6,27.9,1016.5,,
7/2/2018 14:00,4,108,4.9,28,1016.7,,
7/2/2018 15:00,3.5,111,4.7,28.1,1017,,
7/2/2018 16:00,4.5,127,5.3,28.3,1017.3,,
7/2/2018 17:00,3.7,135,4.7,28.7,1016.9,,
7/2/2018 18:00,3.5,172,4.1,29.1,1016.7,,
7/2/2018 19:00,4.2,199,4.8,29.2,1016.3,,
7/2/2018 20:00,4.2,211,5,29.5,1015.6,,
7/2/2018 21:00,4.1,229,4.9,29.6,1015.1,,
7/2/2018 22:00,4.7,247,5.5,29.7,1014.7,,
7/2/2018 23:00,3.5,264,4.1,29.7,1014.8,,
7/3/2018 0:00,1.7,268,2.5,29.5,1015.3,,
7/3/2018 1:00,2,93,2.2,29.2,1015.6,,
