DATE TIME, WINDSPEED, DIR, GUSTS, AT, BARO, RELHUM, VIS
6/1/2018 0:00,3.2,256,4.1,26.5,1015,,
6/1/2018 1:00,3.1,230,3.6,26.3,1015.4,,
6/1/2018 2:00,3,243,3.8,26.2,1015.5,,
6/1/2018 3:00,3.7,241,4.4,26.2,1015.6,,
6/1/2018 4:00,3.1,239,3.6,26.1,1015.7,,
6/1/2018 5:00,3.6,247,4.4,26,1015.3,,
6/1/2018 6:00,3.6,253,4.9,26,1015.1,,
6/1/2018 7:00,3.4,246,4.2,25.9,1014.4,,
6/1/2018 8:00,3.7,258,4.4,26,1014.4,,
6/1/2018 9:00,4.2,255,4.5,25.8,1014.4,,
6/1/2018 10:00,3.1,264,3.6,25.8,1014.6,,
6/1/2018 11:00,2.6,274,3.3,26,1015.4,,
6/1/2018 12:00,2.7,280,3.4,27.3,1015.9,,
6/1/2018 13:00,2.8,275,4.2,27,1016.2,,
6/1/2018 14:00,3.9,274,5.1,27.7,1016.3,,
6/1/2018 15:00,4.5,266,5.1,27.4,1016.1,,
6/1/2018 16:00,3.4,244,4.2,27.2,1016.1,,
6/1/2018 17:00,4.5,248,5.4,27,1016,,
6/1/2018 18:00,4.5,272,5.4,27.6,1015.7,,
6/1/2018 19:00,4.7,261,5.8,27.7,1015.2,,
6/1/2018 20:00,6.2,255,7.5,27.3,1014.6,,
6/1/2018 21:00,5.9,247,7.3,27.3,1014.3,,
6/1/2018 22:00,5.6,258,7.1,27.5,1014,,
6/1/2018 23:00,5.8,266,6.9,27.5,1013.8,,
6/2/2018 0:00,5.7,261,6.9,27,1014.3,,
6/2/2018 1:00,6.2,257,7,26.8,1014.4,,
6/2/2018 2:00,6.5,253,7.5,26.7,1014.6,,
6/2/2018 3:00,5.9,234,6.6,26.8,1015,,
6/2/2018 4:00,6,250,6.4,26.6,1014.8,,
6/2/2018 5:00,6.5,263,7.4,26.5,1014.4,,
6/2/2018 6:00,6,270,7.5,26.3,1013.7,,
6/2/2018 7:00,7.3,264,8.7,26.3,1013.1,,
6/2/2018 8:00,5.5,274,6.9,26.3,1012.9,,
6/2/2018 9:00,5.5,271,7.2,26.4,1012.7,,
6/2/2018 10:00,6.1,268,6.7,26.4,1013,,
6/2/2018 11:00,5.7,271,6.6,26.4,1013.9,,
6/2/2018 12:00,4.4,277,5.8,27.1,1014.2,,
6/2/2018 13:00,4.5,275,5.8,27.7,1014.4,,
6/2/2018 14:00,4,267,5.4,27.8,1014.4,,
6/2/2018 15:00,5.2,258,6,27.6,1014.6,,
6/2/2018 16:00,5.6,261,7.1,27.9,1014.7,,
6/2/2018 17:00,5.8,257,6.7,27.6,1014,,
6/2/2018 18:00,5.9,239,6.8,27.2,1013.4,,
6/2/2018 19:00,6.8,246,7.8,27.3,1012.8,,
6/2/2018 20:00,7.7,247,9.3,27.4,1012.2,,
6/2/2018 21:00,8.1,261,9.6,27.7,1013.3,,
6/2/2018 22:00,8.1,267,9.3,27.4,1012.8,,
6/2/2018 23:00,6.6,267,7.9,27.3,1012.6,,
6/3/2018 0:00,9,258,10.9,27.1,1012.4,,
6/3/2018 1:00,7.1,270,8.4,27.2,1013.3,,
6/3/2018 2:00,5,259,6.5,27.2,1013.3,,
6/3/2018 3:00,5.9,248,7.4,27,1012.8,,
6/3/2018 4:00,10.1,262,11.7,26.9,1012.8,,
6/3/2018 5:00,8.5,260,10.1,26.9,1012.7,,
