DATE TIME, WINDSPEED, DIR, GUSTS, AT, BARO, RELHUM, VIS
10/1/2017 0:00,8,41,10,25.3,1013.1,,
10/1/2017 1:00,9.5,52,12.5,25.2,1013.8,,
10/1/2017 2:00,6.4,44,9.1,24.8,1014.3,,
10/1/2017 3:00,5.5,47,7.6,24.7,1014.2,,
10/1/2017 4:00,3.7,30,6.2,24.5,1014,,
10/1/2017 5:00,4.2,29,6.1,24.4,1013.3,,
10/1/2017 6:00,5.9,32,7.9,24.3,1013.1,,
10/1/2017 7:00,5.8,31,8.6,24.2,1012.7,,
10/1/2017 8:00,4.4,30,6.7,23.8,1012.3,,
10/1/2017 9:00,4.3,27,6.2,23.6,1012.1,,
10/1/2017 10:00,3.7,33,5.4,23.4,1012.3,,
10/1/2017 11:00,5.5,46,6.7,24.3,1012.5,,
10/1/2017 12:00,6.7,61,7.4,24.5,1012.9,,
10/1/2017 13:00,7,96,8.2,25.2,1013.8,,
10/1/2017 14:00,6,92,7.3,25.5,1014.6,,
10/1/2017 15:00,7.5,78,8.3,26.5,1014.9,,
10/1/2017 16:00,6.9,83,7.8,27.8,1015,,
10/1/2017 17:00,5.4,71,6.2,28.2,1014.7,,
10/1/2017 18:00,7.8,37,11.8,25.9,1014.6,,
10/1/2017 19:00,10.8,65,12.7,26.2,1013.9,,
10/1/2017 20:00,9.6,53,11.9,25.8,1013.6,,
10/1/2017 21:00,9.2,45,11.9,26.5,1013.7,,
10/1/2017 22:00,8.2,30,10.7,25.2,1013.8,,
10/1/2017 23:00,8.7,40,10.9,24.5,1014.2,,
10/2/2017 0:00,6.8,36,9.4,24.2,1014.9,,
10/2/2017 1:00,8.7,43,11.5,24.2,1015.2,,
10/2/2017 2:00,9,41,11.5,24,1015.8,,
10/2/2017 3:00,8.2,56,9.6,24.2,1016.5,,
10/2/2017 4:00,7.6,54,8.6,24.6,1016.8,,
10/2/2017 5:00,9.7,59,11.1,24.6,1016.2,,
10/2/2017 6:00,8.7,50,10.1,24.3,1016.5,,
10/2/2017 7:00,8.8,55,11.1,24.1,1016.4,,
10/2/2017 8:00,9.5,58,10.9,23.8,1016.1,,
10/2/2017 9:00,7.6,62,9,23.6,1016.2,,
10/2/2017 10:00,6.4,55,8.3,23.7,1016.5,,
10/2/2017 11:00,7.9,56,9.9,23.8,1016.9,,
10/2/2017 12:00,7.4,53,9.1,23.8,1017.6,,
10/2/2017 13:00,7.2,57,8.7,24.2,1018.6,,
10/2/2017 14:00,8.8,70,10.1,25,1019,,
10/2/2017 15:00,11.7,77,13,26.2,1019.4,,
10/2/2017 16:00,10.2,80,12.8,27,1019.3,,
10/2/2017 17:00,9.1,73,10.5,27.4,1019.3,,
10/2/2017 18:00,9.5,57,12,27.6,1018.6,,
10/2/2017 19:00,11.2,67,13.2,27.7,1018.1,,
10/2/2017 20:00,10.1,48,11.6,27.9,1017.7,,
10/2/2017 21:00,9.5,57,11.7,28.3,1017.7,,
10/2/2017 22:00,9.1,57,10.5,28.2,1018.3,,
