DATE TIME, WINDSPEED, DIR, GUSTS, AT, BARO, RELHUM, VIS
4/1/2018 0:00,3.1,31,3.8,22.4,1018.9,,
4/1/2018 1:00,3,34,3.9,21.5,1019.4,,
4/1/2018 2:00,6.4,44,7.3,20.2,1019.9,,
4/1/2018 3:00,6.5,47,9,19.3,1020.5,,
4/1/2018 4:00,5.6,40,7.4,18,1020.4,,
4/1/2018 5:00,5.4,37,6.7,17.1,1020.7,,
4/1/2018 6:00,6.5,44,7.4,16.9,1020.2,,
4/1/2018 7:00,6.3,49,6.7,16.8,1019.3,,
4/1/2018 8:00,4.8,43,6.5,16.3,1018.8,,
4/1/2018 9:00,4.9,48,5.9,15.9,1018.9,,
4/1/2018 10:00,5,56,5.7,16.1,1018.8,,
4/1/2018 11:00,6.1,61,6.6,16.2,1018.9,,
4/1/2018 12:00,5.7,67,6.5,15.8,1019.3,,
4/1/2018 13:00,4.6,45,6.1,15.7,1020,,
4/1/2018 14:00,2,65,2.4,17,1020.6,,
4/1/2018 15:00,2.4,71,2.9,18.1,1020.5,,
4/1/2018 16:00,2.8,73,3.3,19.3,1020.1,,
4/1/2018 17:00,2.3,150,3.1,20.5,1019.6,,
4/1/2018 18:00,3.3,239,3.7,20.8,1019.1,,
4/1/2018 19:00,3.7,236,4,21.2,1018.4,,
4/1/2018 20:00,3.3,245,3.9,21.5,1017.6,,
4/1/2018 21:00,4.9,272,5.6,22.5,1016.7,,
4/1/2018 22:00,4.2,288,5.3,22.8,1016.4,,
4/1/2018 23:00,4.2,281,5,22.4,1016.3,,
4/2/2018 0:00,2.6,301,4.3,21.4,1016.7,,
4/2/2018 1:00,2.4,300,3.6,21.1,1016.9,,
4/2/2018 2:00,2.3,306,2.7,20.9,1017.3,,
4/2/2018 3:00,1.7,331,2.6,20.7,1017.6,,
4/2/2018 4:00,3.2,98,3.9,21.4,1017.9,,
4/2/2018 5:00,4.4,123,4.8,21.3,1017.8,,
4/2/2018 6:00,4.3,134,5,21,1017.4,,
4/2/2018 7:00,4.6,128,5.1,20.6,1016.7,,
4/2/2018 8:00,3.1,128,4.1,20.5,1016.4,,
4/2/2018 9:00,3.8,143,4.3,20.3,1015.8,,
4/2/2018 10:00,2.4,153,3.4,20.2,1016,,
4/2/2018 11:00,2.1,167,2.6,19.9,1016.4,,
4/2/2018 12:00,2.2,157,3.6,20,1016.7,,
4/2/2018 13:00,2.3,127,2.7,20.5,1017.1,,
4/2/2018 14:00,2.2,134,2.6,20.7,1017.5,,
4/2/2018 15:00,1.8,197,2.5,21,1017.9,,
4/2/2018 16:00,1.5,201,2.1,21.1,1017.9,,
4/2/2018 17:00,1.8,206,2.2,21.1,1017.9,,
4/2/2018 18:00,1.3,226,1.8,21.5,1017.5,,
4/2/2018 19:00,3.5,252,5.1,22.3,1016.6,,
4/2/2018 20:00,4.3,268,5.4,22.8,1015.9,,
4/2/2018 21:00,4.7,257,5.5,22.7,1015.7,,
4/2/2018 22:00,3.7,257,4.8,22.4,1015.7,,
4/2/2018 23:00,5.3,266,5.8,22.2,1015.4,,
4/3/2018 0:00,3.6,270,4,21.6,1015.4,,
4/3/2018 1:00,3.1,265,3.5,21.4,1015.7,,
4/3/2018 2:00,2.1,273,2.8,21.3,1016.2,,
4/3/2018 3:00,1.7,292,2,20.9,1016.5,,
4/3/2018 4:00,1.6,279,1.9,20.8,1016.4,,
4/3/2018 5:00,1.3,249,1.7,20.9,1016.3,,
4/3/2018 6:00,2.7,121,3.4,21.3,1016.2,,
4/3/2018 7:00,1.1,159,2.3,21.4,1015.6,,
4/3/2018 8:00,0.9,93,1.2,21.2,1015.4,,
4/3/2018 9:00,1.2,80,1.5,21.1,1015.4,,
4/3/2018 10:00,2.1,29,2.7,20.2,1015.7,,
4/3/2018 11:00,2.4,35,3.3,19.4,1016.1,,
4/3/2018 12:00,4,65,4.6,19.6,1016.4,,
4/3/2018 13:00,4,77,4.8,20.8,1016.7,,
4/3/2018 14:00,4.2,112,5.1,21.2,1017.1,,
4/3/2018 15:00,4.5,132,5.2,21.6,1017.4,,
4/3/2018 16:00,3.8,137,4.5,21.8,1017.6,,
4/3/2018 17:00,5.3,158,6.1,21.8,1017.4,,
4/3/2018 18:00,3.9,202,5,21.7,1017,,
4/3/2018 19:00,4.9,198,5.5,21.7,1016.6,,
4/3/2018 20:00,4.5,209,5.2,22,1016,,
4/3/2018 21:00,4.6,238,5.2,22.4,1015.7,,
4/3/2018 22:00,4.3,260,5,22.9,1015.3,,
4/3/2018 23:00,3.7,271,5,22.9,1015.2,,
4/4/2018 0:00,1.4,302,2.4,22.1,1015.4,,
4/4/2018 1:00,0.6,298,1.3,21.9,1015.6,,
4/4/2018 2:00,0.9,290,0.9,21.8,1015.5,,
4/4/2018 3:00,1.1,247,1.9,22,1015.6,,
4/4/2018 4:00,2.8,219,3.2,22.3,1015.3,,
4/4/2018 5:00,3,194,3.5,22.1,1015.1,,
4/4/2018 6:00,1.9,180,2.6,21.8,1015.1,,
4/4/2018 7:00,2,190,2.8,22,1015,,
4/4/2018 8:00,2.5,229,3.2,22,1014.7,,
4/4/2018 9:00,3.6,267,4.3,21.8,1015.2,,
4/4/2018 10:00,3.2,255,4.6,21.5,1015.6,,
4/4/2018 11:00,2.8,258,3.9,21.4,1016.1,,
4/4/2018 12:00,2.9,210,3.3,21.5,1016.1,,
4/4/2018 13:00,4.5,169,5.2,21.7,1016,,
4/4/2018 14:00,4.5,190,5.2,21.9,1016.6,,
4/4/2018 15:00,4.8,205,5.2,22.2,1017,,
4/4/2018 16:00,4.6,206,5,22,1017,,
4/4/2018 17:00,4.3,216,4.7,22.1,1017,,
4/4/2018 18:00,5.1,230,5.7,22,1016.4,,
4/4/2018 19:00,6.1,225,6.9,21.6,1015.4,,
4/4/2018 20:00,5.5,242,6.2,21.4,1015.7,,
4/4/2018 21:00,6.1,260,7.1,22,1015.6,,
4/4/2018 22:00,3.4,255,5.4,21.6,1014.5,,
4/4/2018 23:00,6.3,289,8.5,21.7,1015.3,,
4/5/2018 0:00,5.1,292,7.4,21,1015.7,,
4/5/2018 1:00,4.9,318,7.1,21.4,1016.4,,
4/5/2018 2:00,2.8,329,6.1,20.9,1017,,
4/5/2018 3:00,2.1,326,3.6,20.4,1017.4,,
4/5/2018 4:00,2.5,331,4.1,19.9,1017.5,,
4/5/2018 5:00,4.4,346,7.3,18.8,1017.5,,
4/5/2018 6:00,2,351,6.1,17.7,1017.8,,
4/5/2018 7:00,3,14,5.5,16.6,1017.8,,
4/5/2018 8:00,3.4,7,5.1,15.6,1017.8,,
4/5/2018 9:00,4.5,21,6.1,14.6,1017.7,,
4/5/2018 10:00,3.9,20,6.3,13.4,1018.4,,
4/5/2018 11:00,3.7,20,5.4,12.3,1019.1,,
4/5/2018 12:00,3.7,23,5.7,12.1,1019.8,,
4/5/2018 13:00,5.5,31,7.4,13.1,1019.9,,
4/5/2018 14:00,5.8,40,6.6,14.7,1020,,
4/5/2018 15:00,4.9,46,7.2,16.5,1020.1,,
4/5/2018 16:00,4.6,54,5.7,17.8,1020.1,,
4/5/2018 17:00,2.9,72,4.1,19.5,1019.8,,
4/5/2018 18:00,2.3,74,3.4,20.8,1019.2,,
4/5/2018 19:00,4.2,246,4.6,20.5,1018.9,,
4/5/2018 20:00,4.6,257,5.9,21,1018.1,,
4/5/2018 21:00,4.9,276,6.1,21.3,1017.5,,
4/5/2018 22:00,4,280,5.1,21,1017,,
4/5/2018 23:00,3.4,282,4.4,21.1,1017.1,,
4/6/2018 0:00,2.6,303,4,20,1017.3,,
4/6/2018 1:00,1.5,321,3,20,1017.5,,
4/6/2018 2:00,7.1,70,8.3,20.7,1018.1,,
4/6/2018 3:00,8,68,9.5,19.6,1018.4,,
4/6/2018 4:00,7.8,65,9.2,18.6,1018.4,,
4/6/2018 5:00,4.2,46,6.1,17.3,1018.4,,
4/6/2018 6:00,5.6,51,7.9,16.5,1017.9,,
4/6/2018 7:00,5.7,56,7.2,16.2,1017.5,,
4/6/2018 8:00,5,53,5.6,16.1,1017.3,,
4/6/2018 9:00,4.2,50,5,15.9,1017.3,,
4/6/2018 10:00,4.6,62,5.2,16,1017.1,,
4/6/2018 11:00,4.3,59,4.9,16.3,1017.6,,
4/6/2018 12:00,5.1,89,6,18.3,1017.9,,
4/6/2018 13:00,6.1,98,6.9,18.8,1018.3,,
4/6/2018 14:00,4.7,92,5.4,19.6,1018.8,,
4/6/2018 15:00,5.1,103,5.5,20.6,1018.6,,
4/6/2018 16:00,4.7,111,5.1,21.6,1018.2,,
4/6/2018 17:00,2.7,143,3.4,21.8,1017.9,,
4/6/2018 18:00,3.1,217,3.4,22.2,1016.7,,
4/6/2018 19:00,4.2,213,4.6,22.4,1015.8,,
4/6/2018 20:00,4.1,240,4.5,22.9,1014.9,,
4/6/2018 21:00,5.4,249,6,23.4,1014.4,,
4/6/2018 22:00,4.7,252,5.5,23.5,1014.1,,
4/6/2018 23:00,3.9,244,4.5,22.7,1013.6,,
4/7/2018 0:00,3.6,251,4.5,21.9,1013.6,,
4/7/2018 1:00,4.4,247,5,22,1013.7,,
4/7/2018 2:00,2.5,221,2.8,22.2,1013.6,,
4/7/2018 3:00,2.1,181,2.7,21.9,1013.2,,
4/7/2018 4:00,2.9,154,3.4,21.9,1012.5,,
4/7/2018 5:00,2.9,176,3.5,21.7,1012.5,,
4/7/2018 6:00,3.4,169,4.3,21.6,1012.2,,
4/7/2018 7:00,4,166,5.8,21.8,1011.7,,
4/7/2018 8:00,4.1,168,5.4,21.3,1011.1,,
4/7/2018 9:00,5.9,159,6.7,21.5,1010.5,,
4/7/2018 10:00,5,183,6.2,21.8,1010.9,,
4/7/2018 11:00,5.7,201,6.6,21.8,1011.2,,
4/7/2018 12:00,5.2,186,7.3,21.8,1010.8,,
4/7/2018 13:00,5.4,184,6.9,22,1010.9,,
4/7/2018 14:00,6.3,191,7.6,22,1011,,
4/7/2018 15:00,6,182,7.9,22.1,1010.7,,
4/7/2018 16:00,6.4,186,8,22.5,1010.8,,
4/7/2018 17:00,8,191,9.7,22.5,1010.1,,
4/7/2018 18:00,7.7,194,10,22.4,1009.5,,
4/7/2018 19:00,8.9,198,10.6,22.4,1008.8,,
4/7/2018 20:00,8.5,192,11,22.5,1007.4,,
4/7/2018 21:00,8.7,229,10.6,19.3,1007.4,,
4/7/2018 22:00,10.1,223,11.9,20.5,1007.3,,
4/7/2018 23:00,11.3,237,15.2,20.6,1007.5,,
