DATE TIME, WINDSPEED, DIR, GUSTS, AT, BARO, RELHUM, VIS
5/1/2019 0:00,1.5,352,2.6,27.6,1019.6,,
5/1/2019 1:00,7.7,70,8.6,27.4,1020.2,,
5/1/2019 2:00,7.1,84,8.8,26.7,1020.9,,
5/1/2019 3:00,8.5,91,10.8,26.1,1021,,
5/1/2019 4:00,8,96,9.8,25.3,1021.1,,
5/1/2019 5:00,7.8,97,9,24.6,1021,,
5/1/2019 6:00,7,99,8.4,24,1020.8,,
5/1/2019 7:00,6.7,95,7.5,23.5,1020.3,,
5/1/2019 8:00,6.2,98,7.2,23.1,1020.3,,
5/1/2019 9:00,6.1,95,7,22.9,1020.4,,
5/1/2019 10:00,4.8,78,5.9,22.2,1020.8,,
5/1/2019 11:00,4.6,69,5.4,21.9,1021.6,,
5/1/2019 12:00,4.7,82,5.7,22.3,1022.4,,
5/1/2019 13:00,5.7,81,7,21.7,1022.7,,
5/1/2019 14:00,4.6,76,5.4,22.6,1023,,
5/1/2019 15:00,3.2,74,3.8,23.8,1023.1,,
5/1/2019 16:00,4.4,92,5,25.7,1022.6,,
5/1/2019 17:00,4.2,88,4.8,26.6,1021.8,,
5/1/2019 18:00,3.8,83,4.6,27.4,1021.1,,
5/1/2019 19:00,1.7,137,2,27.5,1020.4,,
5/1/2019 20:00,1.2,128,1.5,28.2,1019.6,,
5/1/2019 21:00,0,196,0,29.9,1019.1,,
5/1/2019 22:00,1.5,35,2.5,28.2,1019.2,,
5/1/2019 23:00,8.2,73,9.4,28.9,1018.9,,
5/2/2019 0:00,8.7,67,10.1,28.3,1019,,
5/2/2019 1:00,8.8,67,11.3,26.8,1019.7,,
5/2/2019 2:00,8.7,63,11.8,25.8,1020.2,,
5/2/2019 3:00,7.7,56,8.7,24.7,1020.3,,
5/2/2019 4:00,9.3,76,10.8,24.2,1019.9,,
5/2/2019 5:00,6,49,6.9,23.3,1019.7,,
5/2/2019 6:00,5.5,46,6.5,22.6,1019.1,,
5/2/2019 7:00,5.6,49,6.4,22.3,1018.5,,
5/2/2019 8:00,5.7,46,6.8,22.1,1018.1,,
5/2/2019 9:00,7.6,61,8.8,22.4,1017.4,,
5/2/2019 10:00,7.9,56,9,22.3,1017.8,,
5/2/2019 11:00,7.5,56,9,22.4,1018.3,,
5/2/2019 12:00,7,52,8.5,22.3,1018.9,,
5/2/2019 13:00,8.4,67,9.5,23.3,1018.7,,
5/2/2019 14:00,7.8,71,8.6,24.5,1018.7,,
5/2/2019 15:00,6.8,78,7.7,25.4,1018.7,,
5/2/2019 16:00,4.9,82,5.6,26.3,1018.3,,
5/2/2019 17:00,2.7,83,3.3,27.1,1017.6,,
5/2/2019 18:00,2.1,226,2.5,27.5,1017.2,,
5/2/2019 19:00,3.2,304,5,28.8,1016.3,,
5/2/2019 20:00,2.9,321,4.4,23.1,1015.9,,
5/2/2019 21:00,1.9,356,3,25.9,1015.8,,
5/2/2019 22:00,2.2,1,4.1,25.8,1015.7,,
5/2/2019 23:00,2,349,2.8,25,1015.7,,
5/3/2019 0:00,2.5,21,5,24.6,1015.3,,
5/3/2019 1:00,3.6,27,4.9,24.1,1015.4,,
5/3/2019 2:00,8.5,82,9.5,25.1,1015.5,,
5/3/2019 3:00,5.5,61,6.8,24.3,1015.1,,
5/3/2019 4:00,3.3,30,4.5,23,1015.1,,
5/3/2019 5:00,3,38,4.2,23,1015.1,,
5/3/2019 6:00,4.6,45,5.5,22.9,1014.6,,
5/3/2019 7:00,5.3,48,6,22.8,1013.8,,
5/3/2019 8:00,1.4,23,2.1,22.4,1014.2,,
5/3/2019 9:00,,0,,,,,
5/3/2019 10:00,0.8,36,2.4,22.7,1013.9,,
5/3/2019 11:00,2.6,42,2.8,22.7,1014.1,,
5/3/2019 12:00,0.4,344,3.2,23.3,1014.7,,
5/3/2019 13:00,2.9,194,3.4,24.5,1015.1,,
5/3/2019 14:00,5.2,206,6,24.7,1015.1,,
