Date 		Day	Time	Pred	High/Low
2018/06/01	Fri	02:20	-0.11	L
2018/06/01	Fri	08:54	3.24	H
2018/06/01	Fri	14:10	1.67	L
2018/06/01	Fri	19:39	3.88	H
2018/06/02	Sat	02:55	-0.01	L
2018/06/02	Sat	09:34	3.20	H
2018/06/02	Sat	14:50	1.70	L
2018/06/02	Sat	20:17	3.79	H
2018/06/03	Sun	03:31	0.11	L
2018/06/03	Sun	10:12	3.18	H
2018/06/03	Sun	15:32	1.71	L
2018/06/03	Sun	21:00	3.66	H
2018/06/04	Mon	04:09	0.26	L
2018/06/04	Mon	10:52	3.16	H
2018/06/04	Mon	16:19	1.70	L
2018/06/04	Mon	21:49	3.51	H
2018/06/05	Tue	04:51	0.43	L
2018/06/05	Tue	11:34	3.17	H
2018/06/05	Tue	17:13	1.66	L
2018/06/05	Tue	22:45	3.33	H
2018/06/06	Wed	05:39	0.62	L
2018/06/06	Wed	12:22	3.21	H
2018/06/06	Wed	18:16	1.57	L
2018/06/06	Wed	23:54	3.15	H
2018/06/07	Thu	06:35	0.81	L
2018/06/07	Thu	13:13	3.30	H
2018/06/07	Thu	19:27	1.36	L
2018/06/08	Fri	01:15	3.05	H
2018/06/08	Fri	07:37	0.98	L
2018/06/08	Fri	14:04	3.45	H
2018/06/08	Fri	20:34	1.03	L
2018/06/09	Sat	02:35	3.09	H
2018/06/09	Sat	08:36	1.10	L
2018/06/09	Sat	14:50	3.65	H
2018/06/09	Sat	21:33	0.63	L
2018/06/10	Sun	03:45	3.20	H
2018/06/10	Sun	09:31	1.22	L
2018/06/10	Sun	15:33	3.86	H
2018/06/10	Sun	22:28	0.21	L
2018/06/11	Mon	04:49	3.34	H
2018/06/11	Mon	10:23	1.33	L
2018/06/11	Mon	16:15	4.07	H
2018/06/11	Mon	23:21	-0.17	L
2018/06/12	Tue	05:47	3.45	H
2018/06/12	Tue	11:14	1.45	L
2018/06/12	Tue	16:57	4.25	H
2018/06/13	Wed	00:10	-0.47	L
2018/06/13	Wed	06:42	3.50	H
2018/06/13	Wed	12:03	1.55	L
2018/06/13	Wed	17:40	4.38	H
2018/06/14	Thu	00:59	-0.67	L
2018/06/14	Thu	07:34	3.50	H
2018/06/14	Thu	12:51	1.63	L
2018/06/14	Thu	18:25	4.45	H
2018/06/15	Fri	01:47	-0.73	L
2018/06/15	Fri	08:27	3.46	H
2018/06/15	Fri	13:39	1.68	L
2018/06/15	Fri	19:12	4.44	H
2018/06/16	Sat	02:36	-0.65	L
2018/06/16	Sat	09:18	3.41	H
2018/06/16	Sat	14:29	1.67	L
2018/06/16	Sat	20:02	4.32	H
2018/06/17	Sun	03:25	-0.46	L
2018/06/17	Sun	10:07	3.36	H
2018/06/17	Sun	15:22	1.63	L
2018/06/17	Sun	20:58	4.12	H
2018/06/18	Mon	04:14	-0.16	L
2018/06/18	Mon	10:53	3.33	H
2018/06/18	Mon	16:19	1.54	L
2018/06/18	Mon	22:00	3.84	H
2018/06/19	Tue	05:04	0.21	L
2018/06/19	Tue	11:38	3.33	H
2018/06/19	Tue	17:20	1.43	L
2018/06/19	Tue	23:07	3.52	H
2018/06/20	Wed	05:55	0.60	L
2018/06/20	Wed	12:25	3.38	H
2018/06/20	Wed	18:30	1.28	L
2018/06/21	Thu	00:23	3.22	H
2018/06/21	Thu	06:50	0.97	L
2018/06/21	Thu	13:15	3.48	H
2018/06/21	Thu	19:45	1.04	L
2018/06/22	Fri	01:50	3.04	H
2018/06/22	Fri	07:47	1.26	L
2018/06/22	Fri	14:05	3.62	H
2018/06/22	Fri	20:56	0.74	L
2018/06/23	Sat	03:10	3.00	H
2018/06/23	Sat	08:42	1.47	L
2018/06/23	Sat	14:52	3.77	H
2018/06/23	Sat	21:57	0.44	L
2018/06/24	Sun	04:18	3.04	H
2018/06/24	Sun	09:34	1.60	L
2018/06/24	Sun	15:35	3.91	H
2018/06/24	Sun	22:50	0.19	L
2018/06/25	Mon	05:15	3.12	H
2018/06/25	Mon	10:23	1.68	L
2018/06/25	Mon	16:16	4.01	H
2018/06/25	Mon	23:36	0.02	L
2018/06/26	Tue	06:04	3.19	H
2018/06/26	Tue	11:10	1.72	L
2018/06/26	Tue	16:56	4.06	H
2018/06/27	Wed	00:17	-0.07	L
2018/06/27	Wed	06:46	3.25	H
2018/06/27	Wed	11:53	1.75	L
2018/06/27	Wed	17:33	4.06	H
2018/06/28	Thu	00:53	-0.09	L
2018/06/28	Thu	07:24	3.27	H
2018/06/28	Thu	12:34	1.76	L
2018/06/28	Thu	18:10	4.04	H
2018/06/29	Fri	01:28	-0.06	L
2018/06/29	Fri	08:02	3.29	H
2018/06/29	Fri	13:14	1.76	L
2018/06/29	Fri	18:46	3.99	H
2018/06/30	Sat	02:02	0.00	L
2018/06/30	Sat	08:37	3.30	H
2018/06/30	Sat	13:52	1.74	L
2018/06/30	Sat	19:23	3.94	H
